task,conditionOrder,item,testing_responses,relevant_dim,irrelevant_dim,stripes_high,feet_high,fertility_score,error,abs_error,stripes,feet
accommodate,133,E_F,4.0,feet,stripes,E,C,3.75,0.25,0.25,E,F
accommodate,36,W_C,6.0,stripes,feet,E,F,2.25,3.75,3.75,W,C
accommodate,36,E_F,7.0,stripes,feet,E,F,8.25,-1.25,1.25,E,F
accommodate,36,E_C,7.0,stripes,feet,E,F,6.0,1.0,1.0,E,C
accommodate,36,W_F,7.0,stripes,feet,E,F,4.5,2.5,2.5,W,F
accommodate,206,W_F,9.0,stripes,feet,W,F,8.25,0.75,0.75,W,F
accommodate,206,W_C,8.0,stripes,feet,W,F,7.0,1.0,1.0,W,C
accommodate,206,E_C,6.0,stripes,feet,W,F,4.0,2.0,2.0,E,C
accommodate,206,E_F,5.0,stripes,feet,W,F,5.0,0.0,0.0,E,F
accommodate,169,W_C,3.0,feet,stripes,E,C,5.75,-2.75,2.75,W,C
accommodate,169,W_F,5.0,feet,stripes,E,C,4.0,1.0,1.0,W,F
accommodate,169,E_F,3.0,feet,stripes,E,C,3.75,-0.75,0.75,E,F
accommodate,169,E_C,9.0,feet,stripes,E,C,7.25,1.75,1.75,E,C
accommodate,300,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
accommodate,300,W_F,4.0,stripes,feet,E,F,4.25,-0.25,0.25,W,F
accommodate,300,W_C,2.0,stripes,feet,E,F,2.75,-0.75,0.75,W,C
accommodate,300,E_C,6.0,stripes,feet,E,F,6.5,-0.5,0.5,E,C
accommodate,24,W_F,6.0,stripes,feet,E,C,3.5,2.5,2.5,W,F
accommodate,24,W_C,5.0,stripes,feet,E,C,4.0,1.0,1.0,W,C
accommodate,24,E_F,9.0,stripes,feet,E,C,7.5,1.5,1.5,E,F
accommodate,24,E_C,10.0,stripes,feet,E,C,8.25,1.75,1.75,E,C
accommodate,250,E_C,2.0,stripes,feet,W,C,3.75,-1.75,1.75,E,C
accommodate,250,W_C,5.0,stripes,feet,W,C,8.0,-3.0,3.0,W,C
accommodate,250,W_F,9.0,stripes,feet,W,C,7.5,1.5,1.5,W,F
accommodate,250,E_F,5.0,stripes,feet,W,C,3.0,2.0,2.0,E,F
accommodate,161,E_F,2.0,feet,stripes,W,C,3.25,-1.25,1.25,E,F
accommodate,161,W_F,4.0,feet,stripes,W,C,4.25,-0.25,0.25,W,F
accommodate,161,E_C,6.0,feet,stripes,W,C,7.0,-1.0,1.0,E,C
accommodate,161,W_C,8.0,feet,stripes,W,C,7.25,0.75,0.75,W,C
accommodate,109,W_C,9.0,feet,stripes,W,C,8.5,0.5,0.5,W,C
accommodate,109,E_C,7.0,feet,stripes,W,C,8.25,-1.25,1.25,E,C
accommodate,109,W_F,5.0,feet,stripes,W,C,3.25,1.75,1.75,W,F
accommodate,109,E_F,2.0,feet,stripes,W,C,2.5,-0.5,0.5,E,F
accommodate,152,E_C,3.0,stripes,feet,E,C,6.75,-3.75,3.75,E,C
accommodate,152,E_F,8.0,stripes,feet,E,C,6.25,1.75,1.75,E,F
accommodate,152,W_F,8.0,stripes,feet,E,C,3.0,5.0,5.0,W,F
accommodate,152,W_C,3.0,stripes,feet,E,C,5.0,-2.0,2.0,W,C
accommodate,296,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
accommodate,296,W_F,4.0,stripes,feet,E,F,3.25,0.75,0.75,W,F
accommodate,296,W_C,2.0,stripes,feet,E,F,2.25,-0.25,0.25,W,C
accommodate,296,E_C,7.0,stripes,feet,E,F,7.25,-0.25,0.25,E,C
accommodate,43,W_F,7.0,feet,stripes,E,F,8.5,-1.5,1.5,W,F
accommodate,43,E_C,3.0,feet,stripes,E,F,4.5,-1.5,1.5,E,C
accommodate,43,E_F,8.0,feet,stripes,E,F,8.25,-0.25,0.25,E,F
accommodate,43,W_C,5.0,feet,stripes,E,F,3.0,2.0,2.0,W,C
accommodate,107,W_C,3.0,feet,stripes,W,F,4.25,-1.25,1.25,W,C
accommodate,107,W_F,8.0,feet,stripes,W,F,6.25,1.75,1.75,W,F
accommodate,107,E_C,4.0,feet,stripes,W,F,1.75,2.25,2.25,E,C
accommodate,107,E_F,7.0,feet,stripes,W,F,7.0,0.0,0.0,E,F
accommodate,241,E_F,2.0,feet,stripes,E,C,4.0,-2.0,2.0,E,F
accommodate,241,W_C,9.0,feet,stripes,E,C,6.75,2.25,2.25,W,C
accommodate,241,E_C,10.0,feet,stripes,E,C,9.25,0.75,0.75,E,C
accommodate,241,W_F,4.0,feet,stripes,E,C,4.25,-0.25,0.25,W,F
accommodate,66,E_F,2.0,stripes,feet,W,C,2.25,-0.25,0.25,E,F
accommodate,66,E_C,7.0,stripes,feet,W,C,4.5,2.5,2.5,E,C
accommodate,66,W_F,8.0,stripes,feet,W,C,8.0,0.0,0.0,W,F
accommodate,66,W_C,10.0,stripes,feet,W,C,9.0,1.0,1.0,W,C
accommodate,146,E_F,4.0,stripes,feet,W,F,3.0,1.0,1.0,E,F
accommodate,146,E_C,5.0,stripes,feet,W,F,4.5,0.5,0.5,E,C
accommodate,146,W_F,8.0,stripes,feet,W,F,8.5,-0.5,0.5,W,F
accommodate,146,W_C,8.0,stripes,feet,W,F,6.0,2.0,2.0,W,C
accommodate,31,W_C,4.0,feet,stripes,E,F,2.25,1.75,1.75,W,C
accommodate,31,W_F,6.0,feet,stripes,E,F,7.0,-1.0,1.0,W,F
accommodate,31,E_F,9.0,feet,stripes,E,F,8.0,1.0,1.0,E,F
accommodate,31,E_C,7.0,feet,stripes,E,F,2.5,4.5,4.5,E,C
accommodate,55,E_C,2.0,feet,stripes,W,F,1.75,0.25,0.25,E,C
accommodate,55,E_F,8.0,feet,stripes,W,F,7.25,0.75,0.75,E,F
accommodate,55,W_C,1.0,feet,stripes,W,F,2.5,-1.5,1.5,W,C
accommodate,55,W_F,10.0,feet,stripes,W,F,9.0,1.0,1.0,W,F
accommodate,251,E_F,6.0,feet,stripes,E,F,8.25,-2.25,2.25,E,F
accommodate,251,W_C,4.0,feet,stripes,E,F,2.0,2.0,2.0,W,C
accommodate,251,E_C,6.0,feet,stripes,E,F,4.0,2.0,2.0,E,C
accommodate,251,W_F,5.0,feet,stripes,E,F,7.0,-2.0,2.0,W,F
accommodate,166,E_F,4.0,stripes,feet,W,F,4.0,0.0,0.0,E,F
accommodate,166,W_C,6.0,stripes,feet,W,F,4.75,1.25,1.25,W,C
accommodate,166,E_C,5.0,stripes,feet,W,F,3.75,1.25,1.25,E,C
accommodate,166,W_F,9.0,stripes,feet,W,F,8.0,1.0,1.0,W,F
accommodate,99,E_F,6.0,feet,stripes,W,F,5.5,0.5,0.5,E,F
accommodate,99,W_F,9.0,feet,stripes,W,F,7.75,1.25,1.25,W,F
accommodate,99,W_C,4.0,feet,stripes,W,F,3.25,0.75,0.75,W,C
accommodate,99,E_C,2.0,feet,stripes,W,F,2.75,-0.75,0.75,E,C
accommodate,44,E_C,7.0,stripes,feet,E,C,6.5,0.5,0.5,E,C
accommodate,44,W_C,4.0,stripes,feet,E,C,4.0,0.0,0.0,W,C
accommodate,44,E_F,6.0,stripes,feet,E,C,5.75,0.25,0.25,E,F
accommodate,44,W_F,3.0,stripes,feet,E,C,3.25,-0.25,0.25,W,F
accommodate,118,W_C,6.0,stripes,feet,W,F,7.0,-1.0,1.0,W,C
accommodate,118,W_F,10.0,stripes,feet,W,F,9.25,0.75,0.75,W,F
accommodate,118,E_C,2.0,stripes,feet,W,F,3.75,-1.75,1.75,E,C
accommodate,118,E_F,4.0,stripes,feet,W,F,3.75,0.25,0.25,E,F
accommodate,216,W_C,4.0,stripes,feet,E,F,3.25,0.75,0.75,W,C
accommodate,216,W_F,1.0,stripes,feet,E,F,4.5,-3.5,3.5,W,F
accommodate,216,E_C,10.0,stripes,feet,E,F,7.75,2.25,2.25,E,C
accommodate,216,E_F,8.0,stripes,feet,E,F,7.5,0.5,0.5,E,F
accommodate,183,W_F,1.0,feet,stripes,W,F,7.0,-6.0,6.0,W,F
accommodate,183,E_C,10.0,feet,stripes,W,F,1.5,8.5,8.5,E,C
accommodate,183,E_F,3.0,feet,stripes,W,F,8.25,-5.25,5.25,E,F
accommodate,183,W_C,7.0,feet,stripes,W,F,5.5,1.5,1.5,W,C
accommodate,20,W_C,7.0,stripes,feet,E,C,5.0,2.0,2.0,W,C
accommodate,20,E_F,7.0,stripes,feet,E,C,7.0,0.0,0.0,E,F
accommodate,20,E_C,5.0,stripes,feet,E,C,6.5,-1.5,1.5,E,C
accommodate,20,W_F,6.0,stripes,feet,E,C,3.25,2.75,2.75,W,F
accommodate,282,W_C,2.0,stripes,feet,W,F,7.75,-5.75,5.75,W,C
accommodate,282,E_C,7.0,stripes,feet,W,F,2.5,4.5,4.5,E,C
accommodate,282,W_F,4.0,stripes,feet,W,F,8.25,-4.25,4.25,W,F
accommodate,282,E_F,9.0,stripes,feet,W,F,3.25,5.75,5.75,E,F
accommodate,239,E_C,6.0,feet,stripes,E,F,4.5,1.5,1.5,E,C
accommodate,239,W_C,7.0,feet,stripes,E,F,4.0,3.0,3.0,W,C
accommodate,239,E_F,7.0,feet,stripes,E,F,7.25,-0.25,0.25,E,F
accommodate,239,W_F,8.0,feet,stripes,E,F,6.5,1.5,1.5,W,F
accommodate,15,E_C,9.0,feet,stripes,E,F,2.75,6.25,6.25,E,C
accommodate,15,W_C,9.0,feet,stripes,E,F,2.25,6.75,6.75,W,C
accommodate,15,E_F,8.0,feet,stripes,E,F,8.75,-0.75,0.75,E,F
accommodate,15,W_F,3.0,feet,stripes,E,F,7.75,-4.75,4.75,W,F
accommodate,203,E_F,4.0,feet,stripes,W,F,6.25,-2.25,2.25,E,F
accommodate,203,W_F,7.0,feet,stripes,W,F,6.5,0.5,0.5,W,F
accommodate,203,E_C,7.0,feet,stripes,W,F,4.0,3.0,3.0,E,C
accommodate,203,W_C,4.0,feet,stripes,W,F,4.75,-0.75,0.75,W,C
accommodate,276,W_F,3.0,stripes,feet,E,F,3.5,-0.5,0.5,W,F
accommodate,276,E_F,9.0,stripes,feet,E,F,7.75,1.25,1.25,E,F
accommodate,276,E_C,8.0,stripes,feet,E,F,7.5,0.5,0.5,E,C
accommodate,276,W_C,2.0,stripes,feet,E,F,2.5,-0.5,0.5,W,C
accommodate,45,W_C,9.0,feet,stripes,E,C,8.75,0.25,0.25,W,C
accommodate,45,E_F,6.0,feet,stripes,E,C,6.0,0.0,0.0,E,F
accommodate,45,E_C,10.0,feet,stripes,E,C,7.75,2.25,2.25,E,C
accommodate,45,W_F,5.0,feet,stripes,E,C,4.0,1.0,1.0,W,F
accommodate,200,W_C,6.0,stripes,feet,E,F,3.25,2.75,2.75,W,C
accommodate,200,E_F,6.0,stripes,feet,E,F,7.75,-1.75,1.75,E,F
accommodate,200,E_C,10.0,stripes,feet,E,F,6.25,3.75,3.75,E,C
accommodate,200,W_F,2.0,stripes,feet,E,F,3.5,-1.5,1.5,W,F
accommodate,225,E_F,4.0,feet,stripes,W,C,2.5,1.5,1.5,E,F
accommodate,225,E_C,9.0,feet,stripes,W,C,8.0,1.0,1.0,E,C
accommodate,225,W_C,7.0,feet,stripes,W,C,7.0,0.0,0.0,W,C
accommodate,225,W_F,9.0,feet,stripes,W,C,4.75,4.25,4.25,W,F
accommodate,3,E_C,4.0,feet,stripes,W,F,3.75,0.25,0.25,E,C
accommodate,3,W_C,2.0,feet,stripes,W,F,4.75,-2.75,2.75,W,C
accommodate,3,W_F,6.0,feet,stripes,W,F,8.25,-2.25,2.25,W,F
accommodate,3,E_F,9.0,feet,stripes,W,F,7.5,1.5,1.5,E,F
accommodate,98,E_C,5.0,stripes,feet,W,C,6.25,-1.25,1.25,E,C
accommodate,98,W_F,5.0,stripes,feet,W,C,5.25,-0.25,0.25,W,F
accommodate,98,W_C,5.0,stripes,feet,W,C,6.25,-1.25,1.25,W,C
accommodate,98,E_F,5.0,stripes,feet,W,C,2.25,2.75,2.75,E,F
accommodate,77,E_C,8.0,feet,stripes,W,C,7.25,0.75,0.75,E,C
accommodate,77,W_C,8.0,feet,stripes,W,C,7.25,0.75,0.75,W,C
accommodate,77,W_F,6.0,feet,stripes,W,C,6.0,0.0,0.0,W,F
accommodate,77,E_F,6.0,feet,stripes,W,C,4.75,1.25,1.25,E,F
accommodate,298,W_C,4.0,stripes,feet,W,C,7.75,-3.75,3.75,W,C
accommodate,298,E_C,8.0,stripes,feet,W,C,5.25,2.75,2.75,E,C
accommodate,298,W_F,3.0,stripes,feet,W,C,6.25,-3.25,3.25,W,F
accommodate,298,E_F,9.0,stripes,feet,W,C,3.5,5.5,5.5,E,F
accommodate,142,E_F,3.0,stripes,feet,W,C,1.75,1.25,1.25,E,F
accommodate,142,E_C,3.0,stripes,feet,W,C,3.25,-0.25,0.25,E,C
accommodate,142,W_F,8.0,stripes,feet,W,C,7.75,0.25,0.25,W,F
accommodate,142,W_C,9.0,stripes,feet,W,C,8.75,0.25,0.25,W,C
accommodate,270,W_C,10.0,stripes,feet,W,C,8.25,1.75,1.75,W,C
accommodate,270,E_F,2.0,stripes,feet,W,C,3.25,-1.25,1.25,E,F
accommodate,270,W_F,7.0,stripes,feet,W,C,8.25,-1.25,1.25,W,F
accommodate,270,E_C,4.0,stripes,feet,W,C,4.75,-0.75,0.75,E,C
accommodate,292,E_F,8.0,stripes,feet,E,F,6.0,2.0,2.0,E,F
accommodate,292,W_F,3.0,stripes,feet,E,F,5.25,-2.25,2.25,W,F
accommodate,292,E_C,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,C
accommodate,292,W_C,4.0,stripes,feet,E,F,2.25,1.75,1.75,W,C
accommodate,192,W_C,5.0,stripes,feet,E,F,2.75,2.25,2.25,W,C
accommodate,192,E_C,6.0,stripes,feet,E,F,6.5,-0.5,0.5,E,C
accommodate,192,W_F,7.0,stripes,feet,E,F,3.75,3.25,3.25,W,F
accommodate,192,E_F,9.0,stripes,feet,E,F,6.5,2.5,2.5,E,F
accommodate,254,W_C,7.0,stripes,feet,W,C,7.75,-0.75,0.75,W,C
accommodate,254,E_F,5.0,stripes,feet,W,C,2.0,3.0,3.0,E,F
accommodate,254,E_C,5.0,stripes,feet,W,C,5.0,0.0,0.0,E,C
accommodate,254,W_F,3.0,stripes,feet,W,C,6.0,-3.0,3.0,W,F
accommodate,144,W_C,3.0,stripes,feet,E,F,3.25,-0.25,0.25,W,C
accommodate,144,E_C,5.0,stripes,feet,E,F,8.0,-3.0,3.0,E,C
accommodate,144,E_F,9.0,stripes,feet,E,F,8.25,0.75,0.75,E,F
accommodate,144,W_F,6.0,stripes,feet,E,F,4.5,1.5,1.5,W,F
accommodate,8,W_F,3.0,stripes,feet,E,F,3.75,-0.75,0.75,W,F
accommodate,8,W_C,5.0,stripes,feet,E,F,4.5,0.5,0.5,W,C
accommodate,8,E_C,6.0,stripes,feet,E,F,7.25,-1.25,1.25,E,C
accommodate,8,E_F,7.0,stripes,feet,E,F,9.0,-2.0,2.0,E,F
accommodate,167,E_F,6.0,feet,stripes,W,F,6.75,-0.75,0.75,E,F
accommodate,167,W_C,5.0,feet,stripes,W,F,5.0,0.0,0.0,W,C
accommodate,167,E_C,2.0,feet,stripes,W,F,3.0,-1.0,1.0,E,C
accommodate,167,W_F,7.0,feet,stripes,W,F,8.5,-1.5,1.5,W,F
accommodate,28,E_C,4.0,stripes,feet,E,F,7.75,-3.75,3.75,E,C
accommodate,28,W_F,7.0,stripes,feet,E,F,3.25,3.75,3.75,W,F
accommodate,28,E_F,8.0,stripes,feet,E,F,9.0,-1.0,1.0,E,F
accommodate,28,W_C,2.0,stripes,feet,E,F,2.5,-0.5,0.5,W,C
accommodate,154,E_F,8.0,stripes,feet,W,F,5.0,3.0,3.0,E,F
accommodate,154,W_C,4.0,stripes,feet,W,F,5.75,-1.75,1.75,W,C
accommodate,154,W_F,7.0,stripes,feet,W,F,7.75,-0.75,0.75,W,F
accommodate,154,E_C,5.0,stripes,feet,W,F,3.25,1.75,1.75,E,C
predict,282,W_C,9.0,stripes,feet,W,F,7.75,1.25,1.25,W,C
predict,282,E_C,2.0,stripes,feet,W,F,2.5,-0.5,0.5,E,C
predict,282,W_F,8.0,stripes,feet,W,F,8.25,-0.25,0.25,W,F
predict,282,E_F,3.0,stripes,feet,W,F,3.25,-0.25,0.25,E,F
predict,74,W_F,8.0,stripes,feet,W,F,8.75,-0.75,0.75,W,F
predict,74,E_C,7.0,stripes,feet,W,F,2.75,4.25,4.25,E,C
predict,74,W_C,7.0,stripes,feet,W,F,6.25,0.75,0.75,W,C
predict,74,E_F,5.0,stripes,feet,W,F,3.5,1.5,1.5,E,F
predict,211,E_F,7.0,feet,stripes,E,F,8.75,-1.75,1.75,E,F
predict,211,W_C,3.0,feet,stripes,E,F,3.25,-0.25,0.25,W,C
predict,211,W_F,9.0,feet,stripes,E,F,5.5,3.5,3.5,W,F
predict,211,E_C,4.0,feet,stripes,E,F,2.5,1.5,1.5,E,C
predict,94,W_F,10.0,stripes,feet,W,F,8.5,1.5,1.5,W,F
predict,94,E_C,1.0,stripes,feet,W,F,3.0,-2.0,2.0,E,C
predict,94,W_C,6.0,stripes,feet,W,F,7.5,-1.5,1.5,W,C
predict,94,E_F,4.0,stripes,feet,W,F,3.0,1.0,1.0,E,F
predict,289,E_C,7.0,feet,stripes,E,C,6.5,0.5,0.5,E,C
predict,289,W_F,8.0,feet,stripes,E,C,1.5,6.5,6.5,W,F
predict,289,W_C,5.0,feet,stripes,E,C,7.0,-2.0,2.0,W,C
predict,289,E_F,7.0,feet,stripes,E,C,3.5,3.5,3.5,E,F
predict,270,W_C,8.0,stripes,feet,W,C,8.25,-0.25,0.25,W,C
predict,270,E_F,2.0,stripes,feet,W,C,3.25,-1.25,1.25,E,F
predict,270,W_F,9.0,stripes,feet,W,C,8.25,0.75,0.75,W,F
predict,270,E_C,4.0,stripes,feet,W,C,4.75,-0.75,0.75,E,C
predict,254,W_C,6.0,stripes,feet,W,C,7.75,-1.75,1.75,W,C
predict,254,E_F,4.0,stripes,feet,W,C,2.0,2.0,2.0,E,F
predict,254,E_C,9.0,stripes,feet,W,C,5.0,4.0,4.0,E,C
predict,254,W_F,2.0,stripes,feet,W,C,6.0,-4.0,4.0,W,F
predict,186,E_C,8.0,stripes,feet,W,F,2.75,5.25,5.25,E,C
predict,186,W_C,6.0,stripes,feet,W,F,7.0,-1.0,1.0,W,C
predict,186,W_F,5.0,stripes,feet,W,F,8.25,-3.25,3.25,W,F
predict,186,E_F,4.0,stripes,feet,W,F,3.5,0.5,0.5,E,F
predict,40,E_C,9.0,stripes,feet,E,F,7.25,1.75,1.75,E,C
predict,40,E_F,6.0,stripes,feet,E,F,8.0,-2.0,2.0,E,F
predict,40,W_F,4.0,stripes,feet,E,F,3.25,0.75,0.75,W,F
predict,40,W_C,7.0,stripes,feet,E,F,3.0,4.0,4.0,W,C
predict,266,E_C,5.0,stripes,feet,W,C,4.5,0.5,0.5,E,C
predict,266,E_F,5.0,stripes,feet,W,C,3.75,1.25,1.25,E,F
predict,266,W_C,8.0,stripes,feet,W,C,7.0,1.0,1.0,W,C
predict,266,W_F,6.0,stripes,feet,W,C,6.75,-0.75,0.75,W,F
predict,132,W_F,5.0,stripes,feet,E,C,3.5,1.5,1.5,W,F
predict,132,W_C,3.0,stripes,feet,E,C,3.75,-0.75,0.75,W,C
predict,132,E_C,5.0,stripes,feet,E,C,6.75,-1.75,1.75,E,C
predict,132,E_F,7.0,stripes,feet,E,C,5.5,1.5,1.5,E,F
predict,245,W_C,7.0,feet,stripes,W,C,8.5,-1.5,1.5,W,C
predict,245,W_F,1.0,feet,stripes,W,C,2.75,-1.75,1.75,W,F
predict,245,E_F,4.0,feet,stripes,W,C,3.5,0.5,0.5,E,F
predict,245,E_C,10.0,feet,stripes,W,C,6.75,3.25,3.25,E,C
predict,62,E_F,6.0,stripes,feet,W,C,1.75,4.25,4.25,E,F
predict,62,W_C,3.0,stripes,feet,W,C,7.75,-4.75,4.75,W,C
predict,62,W_F,7.0,stripes,feet,W,C,8.5,-1.5,1.5,W,F
predict,62,E_C,2.0,stripes,feet,W,C,3.5,-1.5,1.5,E,C
predict,101,W_F,3.0,feet,stripes,W,C,3.0,0.0,0.0,W,F
predict,101,W_C,7.0,feet,stripes,W,C,7.25,-0.25,0.25,W,C
predict,101,E_C,9.0,feet,stripes,W,C,6.75,2.25,2.25,E,C
predict,101,E_F,1.0,feet,stripes,W,C,1.75,-0.75,0.75,E,F
predict,256,E_C,2.0,stripes,feet,E,F,5.25,-3.25,3.25,E,C
predict,256,W_F,4.0,stripes,feet,E,F,2.75,1.25,1.25,W,F
predict,256,W_C,5.0,stripes,feet,E,F,4.0,1.0,1.0,W,C
predict,256,E_F,8.0,stripes,feet,E,F,7.5,0.5,0.5,E,F
predict,173,E_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,E,C
predict,173,E_F,6.0,feet,stripes,E,C,4.0,2.0,2.0,E,F
predict,173,W_F,3.0,feet,stripes,E,C,2.75,0.25,0.25,W,F
predict,173,W_C,5.0,feet,stripes,E,C,5.75,-0.75,0.75,W,C
predict,201,E_C,6.0,feet,stripes,W,C,7.25,-1.25,1.25,E,C
predict,201,E_F,5.0,feet,stripes,W,C,3.25,1.75,1.75,E,F
predict,201,W_C,10.0,feet,stripes,W,C,8.25,1.75,1.75,W,C
predict,201,W_F,3.0,feet,stripes,W,C,4.25,-1.25,1.25,W,F
predict,233,E_F,5.0,feet,stripes,E,C,5.25,-0.25,0.25,E,F
predict,233,W_C,5.0,feet,stripes,E,C,7.0,-2.0,2.0,W,C
predict,233,W_F,1.0,feet,stripes,E,C,3.25,-2.25,2.25,W,F
predict,233,E_C,10.0,feet,stripes,E,C,8.5,1.5,1.5,E,C
predict,283,W_C,4.0,feet,stripes,W,F,4.75,-0.75,0.75,W,C
predict,283,W_F,6.0,feet,stripes,W,F,7.0,-1.0,1.0,W,F
predict,283,E_F,8.0,feet,stripes,W,F,6.5,1.5,1.5,E,F
predict,283,E_C,7.0,feet,stripes,W,F,1.25,5.75,5.75,E,C
predict,24,W_F,4.0,stripes,feet,E,C,3.5,0.5,0.5,W,F
predict,24,W_C,4.0,stripes,feet,E,C,4.0,0.0,0.0,W,C
predict,24,E_F,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,F
predict,24,E_C,7.0,stripes,feet,E,C,8.25,-1.25,1.25,E,C
predict,135,E_C,5.0,feet,stripes,E,F,5.25,-0.25,0.25,E,C
predict,135,E_F,9.0,feet,stripes,E,F,7.5,1.5,1.5,E,F
predict,135,W_F,3.0,feet,stripes,E,F,7.75,-4.75,4.75,W,F
predict,135,W_C,8.0,feet,stripes,E,F,4.0,4.0,4.0,W,C
predict,91,W_C,5.0,feet,stripes,W,F,4.25,0.75,0.75,W,C
predict,91,W_F,8.0,feet,stripes,W,F,7.75,0.25,0.25,W,F
predict,91,E_F,4.0,feet,stripes,W,F,5.0,-1.0,1.0,E,F
predict,91,E_C,5.0,feet,stripes,W,F,4.25,0.75,0.75,E,C
predict,295,E_C,6.0,feet,stripes,W,F,2.5,3.5,3.5,E,C
predict,295,E_F,4.0,feet,stripes,W,F,8.0,-4.0,4.0,E,F
predict,295,W_C,9.0,feet,stripes,W,F,6.0,3.0,3.0,W,C
predict,295,W_F,2.0,feet,stripes,W,F,9.0,-7.0,7.0,W,F
predict,257,W_F,2.0,feet,stripes,W,C,3.5,-1.5,1.5,W,F
predict,257,E_F,2.0,feet,stripes,W,C,2.5,-0.5,0.5,E,F
predict,257,E_C,7.0,feet,stripes,W,C,7.75,-0.75,0.75,E,C
predict,257,W_C,7.0,feet,stripes,W,C,8.0,-1.0,1.0,W,C
predict,102,W_F,7.0,stripes,feet,W,F,7.5,-0.5,0.5,W,F
predict,102,E_C,4.0,stripes,feet,W,F,3.0,1.0,1.0,E,C
predict,102,E_F,3.0,stripes,feet,W,F,3.0,0.0,0.0,E,F
predict,102,W_C,9.0,stripes,feet,W,F,6.5,2.5,2.5,W,C
predict,22,W_F,9.0,stripes,feet,W,F,8.0,1.0,1.0,W,F
predict,22,W_C,8.0,stripes,feet,W,F,6.5,1.5,1.5,W,C
predict,22,E_F,5.0,stripes,feet,W,F,3.75,1.25,1.25,E,F
predict,22,E_C,2.0,stripes,feet,W,F,2.75,-0.75,0.75,E,C
predict,196,W_F,4.0,stripes,feet,E,F,4.0,0.0,0.0,W,F
predict,196,W_C,1.0,stripes,feet,E,F,2.75,-1.75,1.75,W,C
predict,196,E_F,10.0,stripes,feet,E,F,8.25,1.75,1.75,E,F
predict,196,E_C,7.0,stripes,feet,E,F,7.25,-0.25,0.25,E,C
predict,157,W_C,4.0,feet,stripes,W,C,8.25,-4.25,4.25,W,C
predict,157,E_F,5.0,feet,stripes,W,C,4.5,0.5,0.5,E,F
predict,157,E_C,9.0,feet,stripes,W,C,5.75,3.25,3.25,E,C
predict,157,W_F,5.0,feet,stripes,W,C,3.75,1.25,1.25,W,F
predict,260,W_F,6.0,stripes,feet,E,C,2.75,3.25,3.25,W,F
predict,260,W_C,2.0,stripes,feet,E,C,3.5,-1.5,1.5,W,C
predict,260,E_C,7.0,stripes,feet,E,C,7.5,-0.5,0.5,E,C
predict,260,E_F,5.0,stripes,feet,E,C,5.75,-0.75,0.75,E,F
predict,216,W_C,2.0,stripes,feet,E,F,3.25,-1.25,1.25,W,C
predict,216,W_F,4.0,stripes,feet,E,F,4.5,-0.5,0.5,W,F
predict,216,E_C,9.0,stripes,feet,E,F,7.75,1.25,1.25,E,C
predict,216,E_F,9.0,stripes,feet,E,F,7.5,1.5,1.5,E,F
predict,60,E_F,7.0,stripes,feet,E,C,7.25,-0.25,0.25,E,F
predict,60,W_C,3.0,stripes,feet,E,C,3.75,-0.75,0.75,W,C
predict,60,E_C,8.0,stripes,feet,E,C,7.75,0.25,0.25,E,C
predict,60,W_F,4.0,stripes,feet,E,C,2.75,1.25,1.25,W,F
predict,207,E_C,4.0,feet,stripes,E,F,3.25,0.75,0.75,E,C
predict,207,W_F,3.0,feet,stripes,E,F,6.0,-3.0,3.0,W,F
predict,207,E_F,9.0,feet,stripes,E,F,8.25,0.75,0.75,E,F
predict,207,W_C,3.0,feet,stripes,E,F,3.75,-0.75,0.75,W,C
predict,83,E_C,5.0,feet,stripes,E,F,5.5,-0.5,0.5,E,C
predict,83,E_F,10.0,feet,stripes,E,F,7.75,2.25,2.25,E,F
predict,83,W_C,4.0,feet,stripes,E,F,4.25,-0.25,0.25,W,C
predict,83,W_F,6.0,feet,stripes,E,F,6.5,-0.5,0.5,W,F
predict,45,W_C,8.0,feet,stripes,E,C,8.75,-0.75,0.75,W,C
predict,45,E_F,6.0,feet,stripes,E,C,6.0,0.0,0.0,E,F
predict,45,E_C,9.0,feet,stripes,E,C,7.75,1.25,1.25,E,C
predict,45,W_F,5.0,feet,stripes,E,C,4.0,1.0,1.0,W,F
predict,47,W_C,4.0,feet,stripes,E,F,3.0,1.0,1.0,W,C
predict,47,E_F,7.0,feet,stripes,E,F,7.5,-0.5,0.5,E,F
predict,47,W_F,8.0,feet,stripes,E,F,6.0,2.0,2.0,W,F
predict,47,E_C,3.0,feet,stripes,E,F,3.25,-0.25,0.25,E,C
predict,300,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
predict,300,W_F,4.0,stripes,feet,E,F,4.25,-0.25,0.25,W,F
predict,300,W_C,3.0,stripes,feet,E,F,2.75,0.25,0.25,W,C
predict,300,E_C,4.0,stripes,feet,E,F,6.5,-2.5,2.5,E,C
predict,71,E_F,6.0,feet,stripes,W,F,6.0,0.0,0.0,E,F
predict,71,W_F,7.0,feet,stripes,W,F,6.0,1.0,1.0,W,F
