participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,feature_dimension,feature_importance,time,feature_relevance
208,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
283,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
143,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
119,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
19,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,4.0,mid,irrelevant
170,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
297,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
285,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,mid,irrelevant
227,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,mid,irrelevant
174,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,stripes,5.0,mid,relevant
89,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,5.0,mid,irrelevant
287,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-6.0,mid,irrelevant
6,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,6.0,mid,relevant
27,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
124,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
158,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,4.0,mid,relevant
150,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,mid,relevant
96,accommodate,accommodate_causal,both,True,stripes,feet,E,C,Yes,stripes,5.0,mid,relevant
84,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,4.0,mid,relevant
179,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,4.0,mid,irrelevant
30,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,5.0,mid,relevant
151,accommodate,accommodate_none,none,False,feet,stripes,W,F,No,stripes,0.0,mid,irrelevant
86,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,mid,relevant
69,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,mid,irrelevant
29,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
16,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
286,accommodate,accommodate_causal,stripes,True,stripes,feet,W,F,Yes,stripes,7.0,mid,relevant
88,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,mid,relevant
75,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
242,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,mid,relevant
79,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,mid,irrelevant
182,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,4.0,mid,relevant
117,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,3.0,mid,irrelevant
196,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,mid,relevant
193,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,mid,irrelevant
53,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,stripes,4.0,mid,irrelevant
34,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,6.0,mid,relevant
114,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,0.0,mid,relevant
103,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,mid,irrelevant
58,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,7.0,mid,relevant
228,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,mid,relevant
51,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
130,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,7.0,mid,relevant
163,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,7.0,mid,irrelevant
236,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,0.0,mid,relevant
159,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
202,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
248,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,5.0,mid,relevant
132,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
11,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,3.0,mid,irrelevant
190,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,mid,relevant
80,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
223,accommodate,accommodate_causal,stripes,True,feet,stripes,E,F,Yes,stripes,-3.0,mid,irrelevant
13,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,6.0,mid,irrelevant
111,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
219,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,mid,irrelevant
201,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,-3.0,mid,irrelevant
5,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
255,accommodate,accommodate_causal,stripes,True,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
181,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,4.0,mid,irrelevant
125,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,5.0,mid,irrelevant
162,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,0.0,mid,relevant
198,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,0.0,mid,relevant
293,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,-7.0,mid,irrelevant
9,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
176,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
85,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
139,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,mid,irrelevant
271,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,4.0,mid,irrelevant
4,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,mid,relevant
231,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-3.0,mid,irrelevant
224,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,7.0,mid,relevant
87,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
189,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
135,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
70,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,stripes,0.0,mid,relevant
115,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-5.0,mid,irrelevant
197,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,3.0,mid,irrelevant
209,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,-5.0,mid,irrelevant
191,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
50,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
91,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-3.0,mid,irrelevant
61,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
164,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,4.0,mid,relevant
48,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
106,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,mid,relevant
148,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,mid,relevant
136,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,mid,relevant
94,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,mid,relevant
222,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,mid,relevant
14,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,5.0,mid,relevant
97,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
281,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,5.0,mid,irrelevant
62,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,7.0,mid,relevant
258,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
257,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,3.0,mid,irrelevant
17,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
212,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
294,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
168,accommodate,accommodate_causal,both,True,stripes,feet,E,C,Yes,stripes,3.0,mid,relevant
194,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,0.0,mid,relevant
185,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,mid,irrelevant
288,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,0.0,mid,relevant
121,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,3.0,mid,irrelevant
78,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,7.0,mid,relevant
57,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
259,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
120,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,mid,relevant
90,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,-6.0,mid,relevant
180,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,7.0,mid,relevant
22,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
145,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,mid,irrelevant
123,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,mid,irrelevant
220,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,0.0,mid,relevant
40,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,3.0,mid,relevant
82,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,4.0,mid,relevant
54,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,mid,relevant
155,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,mid,irrelevant
105,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,-6.0,mid,irrelevant
237,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
173,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,2.0,mid,irrelevant
25,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,7.0,mid,irrelevant
299,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,-5.0,mid,irrelevant
108,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,-5.0,mid,relevant
245,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-6.0,mid,irrelevant
247,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,3.0,mid,irrelevant
72,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,3.0,mid,relevant
266,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,7.0,mid,relevant
243,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,mid,irrelevant
249,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,0.0,mid,irrelevant
63,accommodate,accommodate_causal,both,True,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
38,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-7.0,mid,relevant
60,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
256,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,5.0,mid,relevant
184,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
23,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
277,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,6.0,mid,irrelevant
141,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
33,accommodate,accommodate_causal,both,True,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
213,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,mid,irrelevant
233,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
12,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
41,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,7.0,mid,irrelevant
126,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-6.0,mid,relevant
39,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
137,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
73,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
246,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
274,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
113,accommodate,accommodate_causal,feet,True,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
172,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,7.0,mid,relevant
147,accommodate,accommodate_causal,both,True,feet,stripes,W,F,Yes,stripes,6.0,mid,irrelevant
18,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,-2.0,mid,relevant
134,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
129,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,mid,irrelevant
7,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,7.0,mid,irrelevant
26,accommodate,accommodate_causal,feet,True,stripes,feet,W,C,Yes,stripes,-3.0,mid,relevant
235,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,mid,irrelevant
49,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
261,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
205,accommodate,accommodate_causal,both,True,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
56,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
42,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,mid,relevant
2,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,7.0,mid,relevant
252,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
290,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,0.0,mid,relevant
260,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,-4.0,mid,relevant
230,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,-7.0,mid,relevant
187,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,4.0,mid,irrelevant
188,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
232,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
92,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,mid,relevant
214,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,mid,relevant
138,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,5.0,mid,relevant
217,accommodate,accommodate_none,none,False,feet,stripes,W,C,No,stripes,0.0,mid,irrelevant
64,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
211,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,6.0,mid,irrelevant
221,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
47,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
218,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,0.0,mid,relevant
273,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-4.0,mid,irrelevant
278,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,6.0,mid,relevant
267,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,stripes,0.0,mid,irrelevant
160,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,stripes,5.0,mid,relevant
74,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,7.0,mid,relevant
195,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
128,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,6.0,mid,relevant
110,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-6.0,mid,relevant
102,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
100,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,0.0,mid,relevant
199,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
131,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-4.0,mid,irrelevant
140,accommodate,accommodate_causal,both,True,stripes,feet,E,C,No,stripes,5.0,mid,relevant
127,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,mid,irrelevant
280,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
265,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,stripes,4.0,mid,irrelevant
279,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
238,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-6.0,mid,relevant
178,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
35,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,3.0,mid,irrelevant
52,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,7.0,mid,relevant
229,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,-2.0,mid,irrelevant
10,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,mid,relevant
65,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
289,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,-2.0,mid,irrelevant
253,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,3.0,mid,irrelevant
59,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-6.0,mid,irrelevant
68,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,6.0,mid,relevant
95,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-3.0,mid,irrelevant
268,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,5.0,mid,relevant
234,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,-6.0,mid,relevant
101,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
116,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,-6.0,mid,relevant
264,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
46,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
112,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,0.0,mid,relevant
21,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
81,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
291,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,3.0,mid,irrelevant
156,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,5.0,mid,relevant
295,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,7.0,mid,irrelevant
67,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,-4.0,mid,irrelevant
104,accommodate,accommodate_causal,feet,True,stripes,feet,E,C,Yes,stripes,0.0,mid,relevant
37,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,5.0,mid,irrelevant
186,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,mid,relevant
165,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
204,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,stripes,-5.0,mid,relevant
32,accommodate,accommodate_causal,none,True,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
93,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
153,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,4.0,mid,irrelevant
71,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,5.0,mid,irrelevant
207,accommodate,accommodate_causal,stripes,True,feet,stripes,E,F,No,stripes,0.0,mid,irrelevant
133,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,6.0,mid,irrelevant
36,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,0.0,mid,relevant
206,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,6.0,mid,relevant
169,accommodate,accommodate_causal,none,True,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
300,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,4.0,mid,relevant
24,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,7.0,mid,relevant
250,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,3.0,mid,relevant
161,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
109,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,3.0,mid,irrelevant
152,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,0.0,mid,relevant
296,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,-5.0,mid,relevant
43,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,0.0,mid,irrelevant
107,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
241,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,0.0,mid,irrelevant
66,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
146,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,stripes,7.0,mid,relevant
31,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
55,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-4.0,mid,irrelevant
251,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,stripes,-5.0,mid,irrelevant
166,accommodate,accommodate_causal,stripes,True,stripes,feet,W,F,Yes,stripes,5.0,mid,relevant
99,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
44,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,stripes,6.0,mid,relevant
118,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,5.0,mid,relevant
216,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,mid,relevant
183,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,0.0,mid,irrelevant
20,accommodate,accommodate_causal,none,True,stripes,feet,E,C,Yes,stripes,0.0,mid,relevant
282,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,-3.0,mid,relevant
239,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
15,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,stripes,0.0,mid,irrelevant
203,accommodate,accommodate_none,none,False,feet,stripes,W,F,No,stripes,0.0,mid,irrelevant
276,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,6.0,mid,relevant
45,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,stripes,4.0,mid,irrelevant
200,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
225,accommodate,accommodate_causal,both,True,feet,stripes,W,C,No,stripes,0.0,mid,irrelevant
3,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,-5.0,mid,irrelevant
98,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,mid,relevant
77,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,stripes,0.0,mid,irrelevant
298,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,stripes,0.0,mid,relevant
142,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,6.0,mid,relevant
270,accommodate,accommodate_causal,both,True,stripes,feet,W,C,Yes,stripes,4.0,mid,relevant
292,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,stripes,6.0,mid,relevant
192,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
254,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,stripes,3.0,mid,relevant
144,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,0.0,mid,relevant
8,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,-6.0,mid,relevant
167,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,stripes,6.0,mid,irrelevant
28,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,stripes,7.0,mid,relevant
154,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,stripes,0.0,mid,relevant
282,predict,predict,,,stripes,feet,W,F,No,stripes,0.0,mid,relevant
74,predict,predict,,,stripes,feet,W,F,No,stripes,0.0,mid,relevant
211,predict,predict,,,feet,stripes,E,F,Yes,stripes,5.0,mid,irrelevant
94,predict,predict,,,stripes,feet,W,F,Yes,stripes,3.0,mid,relevant
