participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_discrete_slider.response,feature_dimension,feature_importance,feature_relevance
151,predict,predict,,,wing,color,tail,No,wing,0.0,relevant
46,predict,predict,,,color,tail,wing,Yes,wing,4.0,irrelevant
64,predict,predict,,,tail,color,wing,Yes,wing,3.0,irrelevant
40,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
52,predict,predict,,,color,tail,wing,Yes,wing,4.0,irrelevant
218,predict,predict,,,tail,color,wing,Yes,wing,4.0,irrelevant
147,predict,predict,,,wing,color,tail,Yes,wing,4.0,relevant
168,predict,predict,,,tail,color,wing,Yes,wing,2.0,irrelevant
27,predict,predict,,,wing,color,tail,Yes,wing,0.0,relevant
102,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
123,predict,predict,,,wing,color,tail,Yes,wing,-2.0,relevant
206,predict,predict,,,tail,color,wing,Yes,wing,-3.0,irrelevant
159,predict,predict,,,color,wing,tail,Yes,wing,-4.0,relevant
85,predict,predict,,,wing,tail,color,Yes,wing,6.0,relevant
190,predict,predict,,,color,tail,wing,Yes,wing,5.0,irrelevant
24,predict,predict,,,color,tail,wing,Yes,wing,4.0,irrelevant
8,predict,predict,,,color,tail,wing,Yes,wing,-3.0,irrelevant
93,predict,predict,,,tail,wing,color,No,wing,5.0,relevant
129,predict,predict,,,tail,wing,color,No,wing,0.0,relevant
177,predict,predict,,,wing,tail,color,Yes,wing,-7.0,relevant
205,predict,predict,,,wing,tail,color,No,wing,5.0,relevant
174,predict,predict,,,color,tail,wing,No,wing,0.0,irrelevant
185,predict,predict,,,tail,wing,color,No,wing,4.0,relevant
157,predict,predict,,,wing,tail,color,Yes,wing,4.0,relevant
189,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
72,predict,predict,,,tail,color,wing,No,wing,0.0,irrelevant
179,predict,predict,,,color,wing,tail,Yes,wing,0.0,relevant
3,predict,predict,,,color,wing,tail,No,wing,-4.0,relevant
58,predict,predict,,,color,tail,wing,No,wing,3.0,irrelevant
180,predict,predict,,,color,tail,wing,No,wing,6.0,irrelevant
39,predict,predict,,,color,wing,tail,No,wing,4.0,relevant
131,predict,predict,,,wing,color,tail,Yes,wing,3.0,relevant
203,predict,predict,,,wing,color,tail,Yes,wing,0.0,relevant
175,predict,predict,,,wing,color,tail,No,wing,4.0,relevant
35,predict,predict,,,wing,color,tail,Yes,wing,7.0,relevant
81,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
118,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
76,predict,predict,,,color,tail,wing,No,wing,0.0,irrelevant
84,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
96,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
115,predict,predict,,,color,wing,tail,No,wing,0.0,relevant
60,predict,predict,,,color,tail,wing,No,wing,3.0,irrelevant
98,predict,predict,,,color,tail,wing,Yes,wing,3.0,irrelevant
21,predict,predict,,,tail,wing,color,No,wing,5.0,relevant
97,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
134,predict,predict,,,color,tail,wing,No,wing,4.0,irrelevant
79,predict,predict,,,wing,color,tail,Yes,wing,4.0,relevant
74,predict,predict,,,color,tail,wing,Yes,wing,3.0,irrelevant
89,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
110,predict,predict,,,tail,color,wing,Yes,wing,4.0,irrelevant
173,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
51,predict,predict,,,wing,color,tail,Yes,wing,5.0,relevant
149,predict,predict,,,tail,wing,color,Yes,wing,6.0,relevant
219,predict,predict,,,wing,color,tail,No,wing,-3.0,relevant
120,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
128,predict,predict,,,color,tail,wing,Yes,wing,3.0,irrelevant
17,predict,predict,,,wing,tail,color,Yes,wing,4.0,relevant
5,predict,predict,,,wing,tail,color,No,wing,3.0,relevant
88,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
217,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
155,predict,predict,,,wing,color,tail,Yes,wing,-4.0,relevant
33,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
69,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
105,predict,predict,,,wing,tail,color,No,wing,5.0,relevant
126,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
14,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
107,predict,predict,,,color,wing,tail,No,wing,0.0,relevant
191,predict,predict,,,color,wing,tail,Yes,wing,6.0,relevant
141,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
200,predict,predict,,,tail,color,wing,Yes,wing,4.0,irrelevant
195,predict,predict,,,color,wing,tail,No,wing,5.0,relevant
150,predict,predict,,,color,tail,wing,Yes,wing,6.0,irrelevant
77,predict,predict,,,tail,wing,color,Yes,wing,7.0,relevant
165,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
209,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
11,predict,predict,,,color,wing,tail,Yes,wing,0.0,relevant
137,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
136,predict,predict,,,color,tail,wing,Yes,wing,3.0,irrelevant
194,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
37,predict,predict,,,tail,wing,color,Yes,wing,3.0,relevant
193,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
161,predict,predict,,,tail,wing,color,No,wing,0.0,relevant
171,predict,predict,,,color,wing,tail,Yes,wing,-6.0,relevant
32,predict,predict,,,tail,color,wing,Yes,wing,2.0,irrelevant
142,predict,predict,,,color,tail,wing,Yes,wing,2.0,irrelevant
163,predict,predict,,,color,wing,tail,Yes,wing,-5.0,relevant
53,predict,predict,,,wing,tail,color,Yes,wing,3.0,relevant
106,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
109,predict,predict,,,wing,tail,color,Yes,wing,6.0,relevant
16,predict,predict,,,color,tail,wing,Yes,wing,-7.0,irrelevant
104,predict,predict,,,color,tail,wing,Yes,wing,-2.0,irrelevant
22,predict,predict,,,color,tail,wing,Yes,wing,2.0,irrelevant
26,predict,predict,,,color,tail,wing,No,wing,-2.0,irrelevant
132,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
103,predict,predict,,,wing,color,tail,Yes,wing,7.0,relevant
196,predict,predict,,,tail,color,wing,Yes,wing,-4.0,irrelevant
62,predict,predict,,,color,tail,wing,No,wing,0.0,irrelevant
204,predict,predict,,,color,tail,wing,Yes,wing,7.0,irrelevant
188,predict,predict,,,color,tail,wing,Yes,wing,-5.0,irrelevant
61,predict,predict,,,wing,tail,color,Yes,wing,0.0,relevant
47,predict,predict,,,wing,color,tail,Yes,wing,-6.0,relevant
25,predict,predict,,,tail,wing,color,Yes,wing,3.0,relevant
122,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
43,predict,predict,,,color,wing,tail,Yes,wing,6.0,relevant
45,predict,predict,,,wing,tail,color,Yes,wing,3.0,relevant
212,predict,predict,,,color,tail,wing,Yes,wing,-3.0,irrelevant
164,predict,predict,,,tail,color,wing,Yes,wing,-5.0,irrelevant
71,predict,predict,,,color,wing,tail,Yes,wing,-4.0,relevant
143,predict,predict,,,color,wing,tail,Yes,wing,-3.0,relevant
135,predict,predict,,,color,wing,tail,Yes,wing,7.0,relevant
156,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
117,predict,predict,,,wing,tail,color,Yes,wing,4.0,relevant
31,predict,predict,,,color,wing,tail,Yes,wing,6.0,relevant
112,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
95,predict,predict,,,wing,color,tail,Yes,wing,4.0,relevant
211,predict,predict,,,color,wing,tail,Yes,wing,-4.0,relevant
66,predict,predict,,,color,tail,wing,No,wing,0.0,irrelevant
19,predict,predict,,,wing,color,tail,Yes,wing,3.0,relevant
152,predict,predict,,,color,tail,wing,Yes,wing,2.0,irrelevant
140,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
28,predict,predict,,,tail,color,wing,Yes,wing,2.0,irrelevant
114,predict,predict,,,tail,color,wing,No,wing,0.0,irrelevant
54,predict,predict,,,color,tail,wing,Yes,wing,2.0,irrelevant
111,predict,predict,,,color,wing,tail,Yes,wing,3.0,relevant
133,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
67,predict,predict,,,color,wing,tail,Yes,wing,4.0,relevant
130,predict,predict,,,tail,color,wing,No,wing,4.0,irrelevant
187,predict,predict,,,color,wing,tail,Yes,wing,-2.0,relevant
162,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
36,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
116,predict,predict,,,color,tail,wing,No,wing,5.0,irrelevant
213,predict,predict,,,wing,tail,color,Yes,wing,3.0,relevant
208,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
148,predict,predict,,,color,tail,wing,Yes,wing,-5.0,irrelevant
56,predict,predict,,,color,tail,wing,Yes,wing,1.0,irrelevant
75,predict,predict,,,wing,color,tail,Yes,wing,7.0,relevant
7,predict,predict,,,wing,color,tail,No,wing,0.0,relevant
154,predict,predict,,,tail,color,wing,Yes,wing,-4.0,irrelevant
83,predict,predict,,,wing,color,tail,Yes,wing,2.0,relevant
158,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
121,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
92,predict,predict,,,tail,color,wing,Yes,wing,3.0,irrelevant
192,predict,predict,,,tail,color,wing,No,wing,0.0,irrelevant
55,predict,predict,,,wing,color,tail,Yes,wing,-6.0,relevant
139,predict,predict,,,wing,color,tail,No,wing,0.0,relevant
183,predict,predict,,,color,wing,tail,Yes,wing,0.0,relevant
178,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
172,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
4,predict,predict,,,color,tail,wing,Yes,wing,5.0,irrelevant
18,predict,predict,,,color,tail,wing,No,wing,0.0,irrelevant
