participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
262,"[""Because it's smaller and its stripes are diagonal"", 'Because its feet are different shaped', 'The diagonal direction of the stripes are different', 'Its feet are different shaped', 'It has both different shaped feet and then different running stripes', 'The webbing on the feet are not optiaml', ""It's feet webbint are not optimal"", 'The direction of the stripes and feet shape', 'its stripes are the right direction', 'its stripes are right but feet shape is incorrect', 'it is optimal in shape of feet and stripe direction', 'too high of a number as feet shape is wrong', 'too low of a number as stripes and feet are correct', 'only has the right stripes', 'mid-balance as stripes and feet are correct', 'low as the feet shape are wrong']",[],"[2.0, 1.0, 7.0, 8.0, 10.0, 2.0, 1.0, 7.0, 3.0, 10.0, 7.0, 6.0, 2.0, 7.0, 5.0, 2.0]",376.6529,"['W_C', 'E_C', 'E_F', 'W_F']","[3.0, 3.0, 10.0, 7.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",262,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,4.0,stripes,feet,C,E,W,F,Yes,Webbed,7.0,Yes,Webbed,7.0,Yes,Up/Left,6.0,Yes, Up/Right,6.0
244,"['I think the reptile received a fertility score of 2 because of its webbed feet or the direction of its stripes.', 'The reptile may have received a high fertility score because of its curly feet, its stripe direction or a combination of both features.', 'This reptile received a score of five possibly because of its curly feet, its angled up-right stripes or a combination of both.', 'This reptile received a high fertility possibly because of its webbed feet and stripe direction or both may contribute to the higher fertility.', 'The reptile may have received a high score mainly\xa0 because of its stripe direction or its curly feet or a combination of both.', 'The reptile may have received a low fertility score because of the combination of its webbed feet and the stripe direction.', 'The stripe direction mainly contributes to the low fertility score of the reptile.', 'The combination of the stripe direction and the webbed feet has largely contributed to the high fertility score.', 'The reptile has a low fertility because of the stripe direction and webbed feet.', 'The reptile has low fertility score mainly because of the webbed feet.', 'The reptile has a higher fertility score because of the curly feet.', 'The stripe direction has contributed to the high fertilty score.', 'The low fertility score may have been caused by change in seasons for the reptile.', 'The fertility score has reduced because of the webbed feet.', 'The fertility score is low because of the stripe direction.', 'The fertility has improved because of the webbed feet.']",[],"[2.0, 8.0, 5.0, 8.0, 6.0, 3.0, 4.0, 10.0, 3.0, 4.0, 5.0, 9.0, 7.0, 7.0, 2.0, 4.0]",1294.0843,"['W_C', 'E_F', 'E_C', 'W_F']","[2.0, 9.0, 10.0, 4.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",244,"['W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,5.0,7.0,stripes,feet,C,W,E,F,No,,,No,,,Yes, Up/Right,7.0,Yes,Up/Left,7.0
175,"[""The environment is appropriate for breeding and the background shows that they can stay appropriately camoflauged. The animal has adapted to this environment, assisting in it's fertility."", 'The webbed feet are an additional adaptation that helps the animal thrive in this environment, allowing for more successful fertility.\xa0', 'This animal has webbed feet and the color differential is more pronounced. Perhaps the brighter color makes it more visible to a mate.', ""The clawed feet have an impact on the animal's fertility. Likely this adaptation is less helpful for the animal, so the reptiles with webbed feet are more fertile."", ""This reptile's fertility score is lower, even though it has webbed feet. Perhaps there is an environmental impact that is affecting this reptile's fertility."", 'This animal has the same rating as the one previously even though the stripes are going the opposite direction. Perhaps, again, there is an environmental influence affecting fertility.', 'The claw-footed reptiles seem to be scoring lower overall in fertility. Therefore, the claws seem to be an adaptation that has a negative impact on fertility.', ""This reptile has claws but the stripes are leaning to the right, which seems to positively impact fertility. The claws work against fertility while the pattern on the reptile seems to work in it's favor."", ""The pattern on the reptile combined with the clawed feet negatively impacted it's fertility."", ""The reptile's pattern combined with the clawed feet negatively impacted it's fertility."", ""Although the pattern has some negative impact on fertility, the webbed feet positively impacted the reptile's fertility."", 'The pattern combined with the webbed feet had an impact. The webbed feet consistently positively impact fertility, but the pattern is less consistent.', 'The pattern combined with the webbed feet had a positive impact on fertility. The webbed feet seem to have a stronger influence than pattern.', 'The pattern on the reptile combined with the clawed feet had a negative impact on fertility. The clawed feet seem to have a stronger influence than pattern.', ""The webbed feet seem to strongly influence fertility. The pattern seems to have a lesser influence. The webbed feet positively impacted the reptile's fertility."", 'This seems to be an anomaly because typically clawed feet are less successfully fertile, however, the pattern could have had a positive impact on fertility in this case.']",['I initially focused on the environment of the animal and then started paying more attention to the features. I specifically fixated on the webbed vs. clawed feet first because it was a very clear and obvious difference that seemed to impact fertility.'],"[6.0, 9.0, 8.0, 6.0, 7.0, 7.0, 5.0, 6.0, 2.0, 1.0, 6.0, 4.0, 9.0, 2.0, 8.0, 8.0]",758.147,"['W_F', 'W_C', 'E_F', 'E_C']","[7.0, 2.0, 9.0, 6.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",175,"['E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C']",1,6.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes, Up/Right,3.0,Yes, Up/Right,4.0
208,"['It has stripes\xa0', 'It has vertical stripes', 'It doesn’t have webbed feet', 'It has vertical stripes and not webbed feet', 'It has vertical stripes and not webbed feet\xa0', 'It has horizontal stripes and webbed feet', 'Different mating season?', 'Vertical stripes and different mating season', 'Up-right stripes\xa0', 'Down left stripes and webbed feet', 'Down left stripes', 'Upright stripes', 'Upright stripes', 'Curled feet', 'Down left stripes and webbed feet', 'Upright stripes in curled feet']",[],"[1.0, 5.0, 3.0, 10.0, 10.0, 2.0, 1.0, 10.0, 8.0, 3.0, 1.0, 5.0, 7.0, 9.0, 5.0, 8.0]",392.093,"['W_C', 'W_F', 'E_C', 'E_F']","[5.0, 2.0, 10.0, 7.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",208,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C']",1,7.0,7.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,6.0,Yes, Up/Right,6.0
283,"['It had 8 offspring', 'Possibly because it did not have webbed toes', 'It has stripes and webbed toes', 'Possibly because it does not have webbed toes, it does have the stripes but not as dark', 'the position of the stripes and the not webbed toes', 'More fertile because of the stripes and webbed toes', 'The webbed toes increase the fertility', 'Not webbed toes', 'stripes and webbed toes', 'stripes to the left and non webbed toes', 'the webbed toes increase the fertility', 'stripes to the right and not webbed toes', 'stripes to the left and webbed toes', 'the stripes to the right lowered the fertility', 'does not have webbed toes', 'does not have stripes to the left or webbed toes']",[],"[8.0, 1.0, 7.0, 6.0, 1.0, 7.0, 6.0, 3.0, 8.0, 6.0, 7.0, 2.0, 7.0, 4.0, 4.0, 1.0]",537.4799,"['W_C', 'W_F', 'E_F', 'E_C']","[4.0, 8.0, 7.0, 2.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",283,"['E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,5.0,4.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes,Webbed,6.0,Yes,Up/Left,4.0,No,,
143,"['The reptile got an 8 because his fit aren’t webbed and he has stripes', 'The reptile has a low fertility score because he has too much space between is claws', 'He has a 7 since his feet are webbed and he has stripes', 'His score is a 3 because the stripes are facing the wrong direction and his feet aren’t webbed', 'His score is average because his stripes are facing the right way but his feet aren’t webbed to help his offspring survive', 'His feet are slightly webbed while having dark perfectly vertical strips which is why his score is a 7', 'His feet aren’t webbed so his offspring can’t survive', 'His stripes are thin and aren’t in the right direction. His feet are slightly webbed which helps give him a 6 fertility score', 'His stripes are dark and up right and his feet are webbed making him the genetically superior I\xa0', 'His stripes are correct but his feet aren’t webbed making him mediocre\xa0', 'He has webbed feet but wrong stripes making him genetically mediocre', 'His fertility is low because of the lack of webbed feet and incorrect stripes pattern. The season might have helped keep it a 4 instead of a 2', 'Season may have brought what was previously a 10 due to the perfect stripes and feet down to an 8', 'Wrong stripe orientation but perfect feet makes him average', 'Season could have changed and the lack of webbed feet alongside it could have made him genetically inferior', 'Wrong stripes and no webbed feet']",['Genetic traits are important for determining how well offspring will survive but environment has an impact as well. Nurture and nature'],"[8.0, 4.0, 7.0, 3.0, 5.0, 7.0, 4.0, 6.0, 10.0, 5.0, 5.0, 4.0, 8.0, 5.0, 1.0, 2.0]",591.681,"['E_C', 'W_C', 'E_F', 'W_F']","[5.0, 1.0, 10.0, 5.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",143,"['E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C']",1,5.0,5.0,feet,stripes,F,W,E,C,Yes,Webbed,7.0,Yes,Webbed,7.0,Yes, Up/Right,4.0,Yes, Up/Right,5.0
119,"['the webbed feet make it easier to walk on muddy ground and easier to catch prey', 'the differing eyes make it less fertile', 'the absence of webbed feet is a disadvantage', 'The reptile with webbed feet are generally doing better.\xa0', 'clawed feet are a disadvantage.\xa0', 'the feet are slightly webbed giving it an advantage.\xa0', 'the stripes help this reptile to hide better', 'clearly clawed feet are a disadvantage, the stripes seem to be doing ok.\xa0', 'clawed feet seem to be associated with lower fertility. I think the range might go from 1-9 so far, so anything below 5 is low.\xa0', 'webbed feet seem to be beneficial, stripes go downward (in reading direction)', 'clawed feet and downward stripes seem to have low reproductive success', 'webbed feet and upwards (reading direction) stripes seem to be doing not badly.\xa0', 'hm, maybe the stripe direction has an effect. Despite webbed feet the success is low.\xa0', 'clawed feet and upward stripes, medium success.\xa0', 'hypothesis that downward stripes and clawed feet are not good. Need more webbed feet and downward stripes or opposite to test.\xa0', 'well, this would be the best combination so far upward and webbed feet.\xa0']","['I think at the beginning I was mainly focused on the feet, because an explanation of why they matter is easier to find that the direction of the stripes. I had a harder time figuring out why they should matter, still not sure. Maybe they are the side product of something which matters? Things making sense tends to be important to me.\xa0']","[9.0, 7.0, 1.0, 5.0, 4.0, 7.0, 6.0, 4.0, 4.0, 8.0, 3.0, 6.0, 4.0, 5.0, 1.0, 10.0]",701.2843,"['W_F', 'E_F', 'W_C', 'E_C']","[6.0, 9.0, 2.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",119,"['W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F']",1,2.0,3.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,5.0,Yes,Up/Left,3.0,No,,
019,"['Unclear', 'Feet', 'Feet', 'Feet', 'Feet and right stripes', 'Right strips but pointy feet', 'Curved feet but left stripes', 'Left stripes and pointy feet', 'Left stripes and pointy feet', 'Webbed feet but left stripes', 'Webbed feet and right stripes', 'Right stripes but pointy feet', 'Right stripes and pointy feet', 'Left stripes pointy feet', 'Left stripes webbed feet', 'Right stripes webbed feet, bad year?']",[],"[2.0, 10.0, 8.0, 2.0, 9.0, 4.0, 8.0, 1.0, 1.0, 5.0, 9.0, 6.0, 3.0, 1.0, 6.0, 6.0]",273.9,"['W_C', 'E_C', 'W_F', 'E_F']","[2.0, 6.0, 7.0, 9.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",19,"['W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,5.0,2.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,5.0,Yes, Up/Right,4.0,Yes, Up/Right,4.0
170,"['\xa0Because they can camouflage from predators.', ""\xa0Didn't stay hidden"", 'Kept babies covered so more survived\xa0', 'Was able to keep babies safe\xa0', 'Was able to have many babies and kept them alive', 'Lines point to the left', 'Lines go to the right', 'Lines to the right\xa0', 'Stripes to the left and curved feet', 'Lines to the right\xa0', 'Lines to the right', 'Line to the left\xa0', 'Line to right', 'Rounded feet', 'Lines to the left and curved foot', 'Lines to right']",[],"[6.0, 4.0, 7.0, 8.0, 9.0, 10.0, 1.0, 4.0, 10.0, 3.0, 3.0, 8.0, 4.0, 5.0, 9.0, 3.0]",576.7888,"['E_C', 'W_C', 'W_F', 'E_F']","[3.0, 9.0, 7.0, 1.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",170,"['E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,5.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,2.0,No,,,Yes,Up/Left,6.0,Yes,Up/Left,6.0
297,"['I think it got that score cause its pattern is real basic', 'this one to me looks way bigger I think the size plays a factor too', 'I think maybe the way there feet are make them more fertile\xa0', 'I think it has to do with the feet helps them protect there young better and reach better spots', ""I'm starting to think the pattern might play a role\xa0"", 'the feet probably play a better role able to reach better mates', 'I think the feet and the pattern also cause it helps it camoflouge better', 'I think the feet are the reason its fertility is low webbed feet make it harder to protect itself\xa0', ""now I don't know really low cause this one has certain characteristics I was pairing with high fertility and this one has low fertility\xa0"", 'I dont really know at this point its hard to tell']",['it was a fun survey made me break my head a little\xa0'],"[7.0, 9.0, 1.0, 3.0, 1.0, 6.0, 1.0, 6.0, 9.0, 1.0, 4.0, 10.0, 8.0, 1.0, 4.0, 5.0]",578.7646,"['E_C', 'W_F', 'W_C', 'E_F']","[9.0, 6.0, 8.0, 5.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",297,"['W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,3.0,4.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,4.0,No,,,Yes, Up/Right,5.0,No,,
285,"[""it's difficult to say, possibly the webbed feet aren't helping with fertility."", 'The non webbed feet seem to have provided some advantage during this breeding season', 'So we have stripes going in a different direction, and clawed feet, they seem to have helped with fertility during this season.', ""So this reptile has webbed feet and upward stripes, and yet has a high level of fertility so it's possible these features aren't that much of a hindrance."", ""Again, the clawed feet seem to increase fertility, the upward stripes don't seem to have had a detrimental effect here."", 'interesting so, this reptile has clawed feet, and downward stripes, so is it possible that the stripes are not a significant contributor to fertility or possibly downward stripes are a disadvantage.', 'This report lines up with my previous guesses about the webbed feet, the downward stripes here make me think they could be a detriment.', ""This reptile has upward stripes which helps with fertility, and webbed feet which don't."", ""Left side stripes and webbed feet, both low fertility traits based on what I've observed."", ""So this kind of goes against what I've observed so far, obviously the reptile has webbed feet which I think contributes to low fertility, but it has upward stripes, which I thought was positive. So I don't know I'm a little stumped with this one."", ""So the clawed feet seem to helped a lot with this one's fertility."", 'This reptile has clawed feet which give it a fertility boost.', ""Clawed feet contribute greatly to fertility based on what I've observed."", 'Webbed feet seems to correlate with lower fertility.', ""Again, the reptile has webbed feet and I believe that's contributing to low fertility."", ""Slightly lower than you'd expect with pointy/clawed, but the correlation is still there.""]","['I primarily evaluated the different features by trying to remember which features I saw in high fertility reptiles, versus the low fertility ones. Based on what I observed, there were consistently higher fertility scores for the reptiles with clawed/pointy feet when compared to the webbed variants. In the first half of the study I thought I observed some correlation with the strip direction, but the further I got into the study the more I started to doubt it had much to do with fertility.']","[1.0, 4.0, 10.0, 6.0, 9.0, 8.0, 3.0, 5.0, 5.0, 2.0, 8.0, 9.0, 10.0, 5.0, 1.0, 7.0]",762.013,"['W_C', 'W_F', 'E_F', 'E_C']","[8.0, 3.0, 3.0, 8.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",285,"['W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C']",1,4.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,5.0,No,,,Yes, Up/Right,3.0
227,"['webbed feet', 'webbed feet', 'curly feet', 'stripes down', 'stripes down and webbed feet', 'stripes going down', 'stripes', 'webbed feet and stripes', 'stripes going down', 'webbed feet', 'pointy feet, stripes going across', 'webbed feet\xa0', 'stripes going down and pointy feet', 'webbed feet,stripes going down', 'pointy feet stripes going across', 'webbed feet']",[],"[10.0, 1.0, 6.0, 4.0, 4.0, 7.0, 7.0, 5.0, 1.0, 9.0, 3.0, 9.0, 4.0, 8.0, 4.0, 9.0]",616.8319,"['E_C', 'W_C', 'W_F', 'E_F']","[4.0, 4.0, 8.0, 9.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",227,"['W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,7.0,Yes, Up/Right,5.0
