participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
132,"[7.0, 4.0, 3.0, 3.0, 4.0, 8.0, 7.0, 5.0, 4.0, 8.0, 9.0, 5.0, 7.0, 2.0, 6.0, 3.0]","[3.0, 7.0, 7.0, 5.0, 4.0, 4.0, 7.0, 4.0, 2.0, 5.0, 1.0, 4.0, 8.0, 5.0, 5.0, 7.0]","[4.0, 3.0, 4.0, 2.0, 0.0, 4.0, 0.0, 1.0, 2.0, 3.0, 8.0, 1.0, 1.0, 3.0, 1.0, 4.0]",[],361.481,"['W_F', 'W_C', 'E_C', 'E_F']","[5.0, 3.0, 5.0, 7.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",132,"['W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,3.0,5.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,4.0,Yes,Up/Left,3.0
245,"[3.0, 8.0, 2.0, 6.0, 3.0, 9.0, 6.0, 3.0, 8.0, 10.0, 3.0, 5.0, 2.0, 4.0, 9.0, 7.0]","[5.0, 1.0, 10.0, 8.0, 4.0, 4.0, 6.0, 10.0, 6.0, 4.0, 3.0, 5.0, 2.0, 1.0, 9.0, 8.0]","[2.0, 7.0, 8.0, 2.0, 1.0, 5.0, 0.0, 7.0, 2.0, 6.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0]",['It was pattern recognition but at first I wanted to see if the stripes or feet helped rhese frogs theoriticall'],519.564,"['W_C', 'W_F', 'E_F', 'E_C']","[7.0, 1.0, 4.0, 10.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",245,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,5.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,6.0,Yes, Up/Right,2.0,Yes, Up/Right,3.0
062,"[6.0, 6.0, 6.0, 3.0, 6.0, 3.0, 6.0, 3.0, 6.0, 3.0, 7.0, 3.0, 7.0, 3.0, 9.0, 6.0]","[6.0, 3.0, 1.0, 6.0, 8.0, 10.0, 3.0, 1.0, 9.0, 4.0, 1.0, 7.0, 9.0, 10.0, 6.0, 2.0]","[0.0, 3.0, 5.0, 3.0, 2.0, 7.0, 3.0, 2.0, 3.0, 1.0, 6.0, 4.0, 2.0, 7.0, 3.0, 4.0]",['My predictions were not very accurate; either I was wrong or it was actually random.'],361.4308,"['E_F', 'W_C', 'W_F', 'E_C']","[6.0, 3.0, 7.0, 2.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",62,"['W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F']",1,6.0,2.0,stripes,feet,C,E,W,F,No,,,Yes, Curved/Pointy,3.0,No,,,No,,
101,"[5.0, 7.0, 8.0, 3.0, 8.0, 2.0, 1.0, 8.0, 2.0, 2.0, 7.0, 8.0, 7.0, 7.0, 2.0, 1.0]","[8.0, 8.0, 4.0, 1.0, 5.0, 1.0, 3.0, 7.0, 1.0, 2.0, 9.0, 6.0, 8.0, 5.0, 2.0, 5.0]","[3.0, 1.0, 4.0, 2.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 2.0, 1.0, 2.0, 0.0, 4.0]",[],299.092,"['W_F', 'W_C', 'E_C', 'E_F']","[3.0, 7.0, 9.0, 1.0]","['high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",101,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,7.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,7.0,No,,,No,,
256,"[6.0, 5.0, 6.0, 4.0, 6.0, 5.0, 4.0, 8.0, 2.0, 8.0, 5.0, 4.0, 5.0, 2.0, 5.0, 6.0]","[5.0, 7.0, 3.0, 8.0, 8.0, 4.0, 4.0, 1.0, 5.0, 2.0, 6.0, 5.0, 5.0, 5.0, 8.0, 2.0]","[1.0, 2.0, 3.0, 4.0, 2.0, 1.0, 0.0, 7.0, 3.0, 6.0, 1.0, 1.0, 0.0, 3.0, 3.0, 4.0]",['I tried to remember how the feet affected it at first but overall it was difficult'],381.1891,"['E_C', 'W_F', 'W_C', 'E_F']","[2.0, 4.0, 5.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",256,"['W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C']",1,6.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,5.0,Yes, Up/Right,5.0,Yes,Up/Left,5.0
173,"[5.0, 3.0, 7.0, 9.0, 7.0, 8.0, 6.0, 8.0, 4.0, 7.0, 2.0, 7.0, 3.0, 9.0, 3.0, 5.0]","[8.0, 6.0, 3.0, 5.0, 2.0, 9.0, 9.0, 4.0, 9.0, 1.0, 6.0, 3.0, 6.0, 7.0, 3.0, 2.0]","[3.0, 3.0, 4.0, 4.0, 5.0, 1.0, 3.0, 4.0, 5.0, 6.0, 4.0, 4.0, 3.0, 2.0, 0.0, 3.0]","['It would have been helpful to see the webbed vs curly example when looking at them - I kept getting confused which was which when only seeing one example at a time. Or make the ""curly"" more distinct of a curve']",384.0259,"['E_C', 'E_F', 'W_F', 'W_C']","[9.0, 6.0, 3.0, 5.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'low', 'high']",173,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,7.0,4.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,2.0,No,,,Yes, Up/Right,3.0,Yes, Up/Right,3.0
201,"[5.0, 9.0, 6.0, 5.0, 8.0, 8.0, 4.0, 3.0, 9.0, 8.0, 5.0, 3.0, 10.0, 3.0, 7.0, 2.0]","[10.0, 8.0, 3.0, 3.0, 6.0, 5.0, 3.0, 5.0, 10.0, 6.0, 1.0, 6.0, 8.0, 4.0, 9.0, 5.0]","[5.0, 1.0, 3.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0, 2.0, 4.0, 3.0, 2.0, 1.0, 2.0, 3.0]",[],481.382,"['E_C', 'E_F', 'W_C', 'W_F']","[6.0, 5.0, 10.0, 3.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",201,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,5.0,4.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,No,,,No,,
233,"[7.0, 5.0, 10.0, 3.0, 6.0, 8.0, 10.0, 9.0, 10.0, 10.0, 5.0, 10.0, 9.0, 6.0, 5.0, 3.0]","[8.0, 6.0, 9.0, 5.0, 8.0, 1.0, 6.0, 8.0, 5.0, 5.0, 5.0, 8.0, 10.0, 5.0, 6.0, 1.0]","[1.0, 1.0, 1.0, 2.0, 2.0, 7.0, 4.0, 1.0, 5.0, 5.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0]",['None.'],436.0666,"['E_F', 'W_C', 'W_F', 'E_C']","[5.0, 5.0, 1.0, 10.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",233,"['E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,5.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,Yes,Webbed,3.0,Yes, Up/Right,7.0,Yes, Up/Right,6.0
283,"[5.0, 8.0, 5.0, 5.0, 1.0, 6.0, 8.0, 6.0, 8.0, 1.0, 6.0, 6.0, 6.0, 8.0, 2.0, 6.0]","[8.0, 1.0, 7.0, 6.0, 1.0, 7.0, 6.0, 3.0, 8.0, 6.0, 7.0, 2.0, 7.0, 4.0, 4.0, 1.0]","[3.0, 7.0, 2.0, 1.0, 0.0, 1.0, 2.0, 3.0, 0.0, 5.0, 1.0, 4.0, 1.0, 4.0, 2.0, 5.0]",[],366.2029,"['W_C', 'W_F', 'E_F', 'E_C']","[4.0, 6.0, 8.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",283,"['E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,7.0,1.0,feet,stripes,F,E,W,C,Yes,Webbed,4.0,Yes,Webbed,5.0,Yes, Up/Right,4.0,Yes, Up/Right,5.0
024,"[5.0, 3.0, 6.0, 5.0, 2.0, 1.0, 7.0, 8.0, 3.0, 9.0, 8.0, 4.0, 4.0, 2.0, 7.0, 8.0]","[7.0, 2.0, 9.0, 1.0, 5.0, 6.0, 9.0, 9.0, 6.0, 10.0, 6.0, 1.0, 3.0, 6.0, 7.0, 6.0]","[2.0, 1.0, 3.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 1.0, 2.0, 3.0, 1.0, 4.0, 0.0, 2.0]",[],492.4214,"['W_F', 'W_C', 'E_F', 'E_C']","[4.0, 4.0, 8.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",24,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F']",1,5.0,5.0,stripes,feet,C,W,E,F,No,,,No,,,Yes, Up/Right,6.0,Yes, Up/Right,7.0
135,"[5.0, 7.0, 4.0, 5.0, 7.0, 7.0, 5.0, 7.0, 6.0, 8.0, 9.0, 5.0, 3.0, 9.0, 8.0, 5.0]","[5.0, 6.0, 6.0, 7.0, 9.0, 6.0, 3.0, 7.0, 4.0, 8.0, 7.0, 3.0, 5.0, 8.0, 9.0, 5.0]","[0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.0]",['I just tracked the numbers in my head roughly to determine which features mattered.'],288.0147,"['E_C', 'E_F', 'W_F', 'W_C']","[5.0, 9.0, 3.0, 8.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",135,"['W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,7.0,2.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,5.0,Yes, Up/Right,1.0,Yes, Up/Right,3.0
091,"[5.0, 7.0, 7.0, 6.0, 4.0, 5.0, 5.0, 8.0, 6.0, 1.0, 8.0, 6.0, 7.0, 5.0, 4.0, 8.0]","[8.0, 5.0, 7.0, 4.0, 1.0, 5.0, 2.0, 8.0, 3.0, 7.0, 8.0, 7.0, 3.0, 5.0, 5.0, 7.0]","[3.0, 2.0, 0.0, 2.0, 3.0, 0.0, 3.0, 0.0, 3.0, 6.0, 0.0, 1.0, 4.0, 0.0, 1.0, 1.0]",['it was interesting to come up with ideas as to what raised the fertility levels just to have it be disproved in future rounds'],305.414,"['W_C', 'W_F', 'E_F', 'E_C']","[5.0, 8.0, 4.0, 5.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",91,"['W_F', 'W_C', 'E_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F']",1,6.0,1.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,7.0,Yes,Up/Left,4.0,Yes,Up/Left,5.0
295,"[6.0, 4.0, 8.0, 6.0, 5.0, 5.0, 9.0, 6.0, 6.0, 5.0, 2.0, 4.0, 2.0, 7.0, 5.0, 9.0]","[4.0, 10.0, 7.0, 8.0, 7.0, 8.0, 1.0, 9.0, 4.0, 9.0, 6.0, 8.0, 9.0, 3.0, 8.0, 1.0]","[2.0, 6.0, 1.0, 2.0, 2.0, 3.0, 8.0, 3.0, 2.0, 4.0, 4.0, 4.0, 7.0, 4.0, 3.0, 8.0]",[],290.8082,"['E_C', 'E_F', 'W_C', 'W_F']","[6.0, 4.0, 9.0, 2.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",295,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,6.0,3.0,feet,stripes,F,E,W,C,No,,,No,,,Yes,Up/Left,3.0,Yes,Up/Left,4.0
257,"[5.0, 8.0, 8.0, 5.0, 8.0, 5.0, 5.0, 4.0, 5.0, 7.0, 9.0, 2.0, 7.0, 6.0, 4.0, 3.0]","[5.0, 8.0, 8.0, 6.0, 9.0, 3.0, 1.0, 9.0, 2.0, 6.0, 7.0, 5.0, 8.0, 8.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0, 5.0, 3.0, 1.0, 2.0, 3.0, 1.0, 2.0, 3.0, 2.0]",['I always started at a 5 just to guess one as average and then see if the feature change resulted in an increase or decrease in fertility.\xa0'],378.5275,"['W_F', 'E_F', 'E_C', 'W_C']","[2.0, 2.0, 7.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",257,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,5.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,6.0,No,,,Yes, Up/Right,3.0
102,"[8.0, 9.0, 10.0, 10.0, 7.0, 9.0, 1.0, 1.0, 10.0, 2.0, 9.0, 4.0, 3.0, 9.0, 9.0, 4.0]","[1.0, 2.0, 7.0, 9.0, 8.0, 7.0, 1.0, 3.0, 6.0, 5.0, 7.0, 2.0, 6.0, 8.0, 4.0, 4.0]","[7.0, 7.0, 3.0, 1.0, 1.0, 2.0, 0.0, 2.0, 4.0, 3.0, 2.0, 2.0, 3.0, 1.0, 5.0, 0.0]",[],786.1446,"['W_F', 'E_C', 'E_F', 'W_C']","[7.0, 4.0, 3.0, 9.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",102,"['E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,3.0,stripes,feet,F,E,W,C,Yes, Curved/Pointy,5.0,No,,,No,,,Yes,Up/Left,7.0
022,"[5.0, 8.0, 5.0, 8.0, 4.0, 4.0, 3.0, 5.0, 4.0, 7.0, 2.0, 7.0, 7.0, 8.0, 2.0, 4.0]","[8.0, 5.0, 3.0, 6.0, 6.0, 10.0, 2.0, 5.0, 2.0, 10.0, 1.0, 6.0, 5.0, 8.0, 2.0, 5.0]","[3.0, 3.0, 2.0, 2.0, 2.0, 6.0, 1.0, 0.0, 2.0, 3.0, 1.0, 1.0, 2.0, 0.0, 0.0, 1.0]",['This was a bit challenging for me because of the right/left and left/right orientation of the stripes as I am a bit dyslexic. Might be good to use different shapes instead?'],535.7289,"['W_F', 'W_C', 'E_F', 'E_C']","[9.0, 8.0, 5.0, 2.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['high', 'high', 'low', 'low']",22,"['W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F']",1,6.0,4.0,stripes,feet,F,E,W,C,Yes,Webbed,5.0,No,,,Yes,Up/Left,6.0,Yes,Up/Left,5.0
196,"[5.0, 9.0, 6.0, 3.0, 6.0, 2.0, 10.0, 6.0, 8.0, 3.0, 10.0, 3.0, 1.0, 7.0, 10.0, 2.0]","[9.0, 6.0, 6.0, 4.0, 5.0, 3.0, 8.0, 10.0, 9.0, 3.0, 7.0, 1.0, 4.0, 4.0, 9.0, 1.0]","[4.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 4.0, 1.0, 0.0, 3.0, 2.0, 3.0, 3.0, 1.0, 1.0]",[],358.812,"['W_F', 'W_C', 'E_F', 'E_C']","[4.0, 1.0, 10.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",196,"['E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,4.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,3.0,Yes,Webbed,3.0,Yes, Up/Right,7.0,Yes, Up/Right,6.0
157,"[1.0, 3.0, 5.0, 4.0, 6.0, 5.0, 5.0, 8.0, 7.0, 7.0, 4.0, 3.0, 6.0, 4.0, 8.0, 6.0]","[3.0, 7.0, 2.0, 6.0, 4.0, 9.0, 6.0, 4.0, 6.0, 10.0, 5.0, 4.0, 6.0, 3.0, 7.0, 7.0]","[2.0, 4.0, 3.0, 2.0, 2.0, 4.0, 1.0, 4.0, 1.0, 3.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]",['It took a moment to catch on to the stripes and feet. Then one you figured out webbed feet werent as productive it became clearer with the stripes and fertility in my opinion. Fun study'],407.1683,"['W_C', 'E_F', 'E_C', 'W_F']","[4.0, 5.0, 9.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",157,"['E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,4.0,4.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,No,,,Yes, Up/Right,5.0,No,,
260,"[6.0, 6.0, 3.0, 7.0, 7.0, 3.0, 6.0, 7.0, 6.0, 6.0, 7.0, 6.0, 6.0, 8.0, 2.0, 5.0]","[3.0, 7.0, 3.0, 7.0, 6.0, 7.0, 8.0, 1.0, 8.0, 2.0, 6.0, 5.0, 1.0, 7.0, 2.0, 5.0]","[3.0, 1.0, 0.0, 0.0, 1.0, 4.0, 2.0, 6.0, 2.0, 4.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0]",['Tried to correlate anything to fertility but found nothing during the experiment after seeing the second half of the options'],436.4469,"['W_F', 'W_C', 'E_C', 'E_F']","[6.0, 2.0, 7.0, 5.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",260,"['W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F']",1,4.0,3.0,stripes,feet,C,W,E,F,No,,,Yes, Curved/Pointy,4.0,No,,,Yes, Up/Right,5.0
