participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_wing,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,tail_high,tail_low,wing_discrete_slider.response,wing_direction_slider.response,wing_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
167,"[4.0, 8.0, 6.0, 6.0, 3.0, 3.0, 6.0, 3.0, 5.0, 6.0, 4.0, 3.0, 5.0, 6.0, 5.0, 5.0, 4.0, 4.0, 7.0, 6.0, 5.0, 5.0, 4.0, 6.0]","[6.0, 6.0, 3.0, 4.0, 6.0, 7.0, 1.0, 7.0, 5.0, 7.0, 3.0, 4.0, 5.0, 6.0, 6.0, 8.0, 5.0, 5.0, 7.0, 7.0, 1.0, 3.0, 3.0, 7.0]","[2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 5.0, 4.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0, 0.0, 1.0, 4.0, 2.0, 1.0, 1.0]",[],321.925,"['T_Y_S', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_Y_C']","[6.0, 5.0, 4.0, 6.0, 7.0, 5.0, 3.0, 5.0]","['medium', 'high', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'high']","['I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1']","['L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2']","['H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1']","['medium', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'high']",167,"['T_Y_C', 'N_Y_C', 'T_B_C', 'N_B_S', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_B_C', 'N_B_S', 'N_B_C', 'T_B_S', 'T_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'T_B_C', 'N_Y_S']",1,color,wing,tail,Y,B,N,T,C,S,Yes,Wings,6.0,Yes, Yellow,3.0,Yes,Curly,5.0
029,"[7.0, 2.0, 6.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 7.0, 5.0, 4.0, 6.0, 7.0, 6.0, 5.0, 5.0, 7.0, 5.0, 6.0, 7.0, 6.0]","[7.0, 2.0, 4.0, 7.0, 5.0, 4.0, 6.0, 5.0, 3.0, 6.0, 3.0, 8.0, 6.0, 7.0, 5.0, 7.0, 7.0, 1.0, 7.0, 8.0, 4.0, 6.0, 8.0, 1.0]","[0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 3.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0, 4.0, 2.0, 1.0, 1.0, 0.0, 1.0, 5.0]",[],601.735,"['N_B_S', 'N_Y_S', 'T_B_C', 'N_B_C', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C']","[2.0, 4.0, 7.0, 5.0, 5.0, 6.0, 7.0, 3.0]","['high', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'low']","['H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2']","['I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1']","['low', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'medium']",29,"['T_B_C', 'N_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_B_C', 'N_B_S', 'T_B_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'N_Y_S']",1,tail,wing,color,B,Y,T,N,C,S,Yes,Wings,6.0,No,,,Yes,Curly,5.0
042,"[5.0, 6.0, 5.0, 8.0, 6.0, 6.0, 6.0, 5.0, 5.0, 3.0, 9.0, 7.0, 5.0, 5.0, 8.0, 4.0, 2.0, 7.0, 4.0, 7.0, 5.0, 4.0, 9.0, 6.0]","[8.0, 8.0, 6.0, 5.0, 7.0, 4.0, 7.0, 10.0, 2.0, 7.0, 7.0, 7.0, 5.0, 6.0, 6.0, 1.0, 6.0, 6.0, 8.0, 4.0, 5.0, 3.0, 4.0, 6.0]","[3.0, 2.0, 1.0, 3.0, 1.0, 2.0, 1.0, 5.0, 3.0, 4.0, 2.0, 0.0, 0.0, 1.0, 2.0, 3.0, 4.0, 1.0, 4.0, 3.0, 0.0, 1.0, 5.0, 0.0]",[],524.224,"['N_B_S', 'T_B_C', 'T_Y_C', 'N_B_C', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'T_B_S']","[9.0, 6.0, 6.0, 4.0, 8.0, 2.0, 4.0, 4.0]","['high', 'medium', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium']","['H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2']","['I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2']","['H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1']","['high', 'medium', 'low', 'medium', 'medium', 'medium', 'low', 'high']",42,"['T_B_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_B_S', 'T_B_C', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'N_B_S', 'N_B_C']",1,color,tail,wing,B,Y,N,T,S,C,Yes, Paws,5.0,No,,,Yes,Curly,4.0
146,"[1.0, 8.0, 7.0, 9.0, 6.0, 8.0, 7.0, 7.0, 6.0, 7.0, 3.0, 5.0, 6.0, 6.0, 7.0, 6.0, 5.0, 6.0, 5.0, 6.0, 7.0, 7.0, 7.0, 7.0]","[9.0, 7.0, 6.0, 5.0, 9.0, 5.0, 4.0, 2.0, 2.0, 3.0, 3.0, 7.0, 5.0, 6.0, 6.0, 6.0, 5.0, 1.0, 7.0, 8.0, 6.0, 5.0, 3.0, 8.0]","[8.0, 1.0, 1.0, 4.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 5.0, 2.0, 2.0, 1.0, 2.0, 4.0, 1.0]",[],1092.754,"['T_B_C', 'T_Y_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'T_B_S', 'N_Y_C', 'N_B_S']","[6.0, 6.0, 5.0, 6.0, 5.0, 6.0, 7.0, 7.0]","['medium', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'low', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'high']","['H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2']","['I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1']","['L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1']","['medium', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'high']",146,"['N_Y_S', 'T_B_C', 'T_B_S', 'N_B_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'N_Y_S', 'N_B_C', 'T_B_S', 'N_B_S', 'T_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'T_B_S', 'N_B_C', 'T_Y_C', 'N_B_S']",1,color,tail,wing,B,Y,N,T,S,C,No,,,No,,,No,,
169,"[5.0, 5.0, 6.0, 6.0, 8.0, 5.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 4.0, 8.0, 6.0, 5.0, 4.0, 5.0, 6.0, 2.0, 8.0, 4.0, 5.0, 4.0]","[8.0, 4.0, 2.0, 6.0, 5.0, 4.0, 8.0, 3.0, 4.0, 3.0, 8.0, 3.0, 5.0, 4.0, 6.0, 7.0, 4.0, 6.0, 6.0, 4.0, 3.0, 3.0, 6.0, 5.0]","[3.0, 1.0, 4.0, 0.0, 3.0, 1.0, 3.0, 1.0, 0.0, 0.0, 4.0, 1.0, 1.0, 4.0, 0.0, 2.0, 0.0, 1.0, 0.0, 2.0, 5.0, 1.0, 1.0, 1.0]",[],846.6046,"['T_B_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S']","[6.0, 4.0, 3.0, 6.0, 5.0, 4.0, 6.0, 5.0]","['medium', 'low', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'low']","['L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1']","['I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1']","['high', 'medium', 'low', 'high', 'medium', 'low', 'medium', 'medium']",169,"['T_B_S', 'N_Y_S', 'N_B_S', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'T_B_C', 'N_B_C', 'N_Y_S', 'N_B_C', 'T_Y_C', 'N_B_S', 'T_Y_S', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_B_S', 'N_B_C', 'T_Y_C', 'N_Y_S']",1,wing,tail,color,Y,B,T,N,C,S,Yes,Wings,5.0,No,,,Yes,Curly,4.0
009,"[5.0, 4.0, 7.0, 7.0, 5.0, 5.0, 6.0, 5.0, 4.0, 6.0, 7.0, 6.0, 6.0, 2.0, 4.0, 2.0, 6.0, 4.0, 5.0, 6.0, 3.0, 2.0, 5.0, 8.0]","[8.0, 4.0, 5.0, 2.0, 6.0, 5.0, 6.0, 2.0, 5.0, 4.0, 6.0, 7.0, 8.0, 4.0, 3.0, 2.0, 7.0, 2.0, 6.0, 6.0, 4.0, 2.0, 5.0, 5.0]","[3.0, 0.0, 2.0, 5.0, 1.0, 0.0, 0.0, 3.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0]",[],638.2158,"['N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_B_S', 'N_B_C', 'T_Y_C', 'T_B_C']","[5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 7.0, 6.0]","['high', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'high']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1']","['H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2']","['I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2']","['medium', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'high']",9,"['T_Y_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'N_Y_C', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'T_Y_C']",1,tail,wing,color,B,Y,T,N,C,S,No,,,No,,,Yes,Curly,7.0
216,"[5.0, 2.0, 5.0, 6.0, 4.0, 4.0, 6.0, 5.0, 5.0, 4.0, 8.0, 6.0, 4.0, 6.0, 8.0, 6.0, 6.0, 9.0, 4.0, 6.0, 6.0, 6.0, 4.0, 6.0]","[3.0, 6.0, 4.0, 8.0, 4.0, 5.0, 5.0, 3.0, 6.0, 2.0, 3.0, 4.0, 6.0, 2.0, 7.0, 6.0, 5.0, 6.0, 5.0, 9.0, 9.0, 4.0, 7.0, 4.0]","[2.0, 4.0, 1.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 2.0, 5.0, 2.0, 2.0, 4.0, 1.0, 0.0, 1.0, 3.0, 1.0, 3.0, 3.0, 2.0, 3.0, 2.0]",[],606.4963,"['T_B_S', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_C', 'N_Y_C', 'N_B_C']","[8.0, 4.0, 4.0, 6.0, 8.0, 8.0, 6.0, 9.0]","['low', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'low']","['L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1']","['I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2']","['L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2']","['high', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'medium']",216,"['N_Y_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'T_B_S', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_C', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_C', 'N_Y_S', 'T_Y_C']",1,tail,color,wing,B,Y,N,T,S,C,Yes,Wings,4.0,Yes,Blue,4.0,Yes,Curly,4.0
070,"[5.0, 2.0, 2.0, 5.0, 2.0, 7.0, 2.0, 8.0, 4.0, 8.0, 2.0, 8.0, 8.0, 2.0, 8.0, 8.0, 2.0, 2.0, 8.0, 8.0, 2.0, 2.0, 8.0, 8.0]","[7.0, 7.0, 5.0, 2.0, 2.0, 8.0, 4.0, 3.0, 5.0, 1.0, 4.0, 5.0, 5.0, 7.0, 8.0, 3.0, 8.0, 3.0, 6.0, 7.0, 2.0, 1.0, 8.0, 6.0]","[2.0, 5.0, 3.0, 3.0, 0.0, 1.0, 2.0, 5.0, 1.0, 7.0, 2.0, 3.0, 3.0, 5.0, 0.0, 5.0, 6.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 2.0]","['no comments, thanks\xa0']",388.1297,"['N_B_S', 'N_Y_C', 'T_Y_S', 'T_B_C', 'N_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C']","[7.0, 3.0, 5.0, 8.0, 3.0, 8.0, 8.0, 3.0]","['medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium']","['L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2']","['I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1']","['H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1']","['high', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'low']",70,"['T_B_C', 'N_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'T_B_C', 'T_B_S', 'N_B_S', 'N_B_C', 'T_B_C', 'N_B_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_S', 'N_Y_S']",1,color,tail,wing,B,Y,T,N,S,C,No,,,Yes,Blue,2.0,Yes, Straight,6.0
001,"[5.0, 3.0, 6.0, 7.0, 7.0, 6.0, 6.0, 2.0, 6.0, 3.0, 8.0, 3.0, 2.0, 7.0, 3.0, 5.0, 2.0, 4.0, 8.0, 4.0, 4.0, 10.0, 6.0, 4.0]","[5.0, 4.0, 4.0, 7.0, 6.0, 8.0, 2.0, 3.0, 7.0, 5.0, 6.0, 5.0, 3.0, 2.0, 5.0, 4.0, 4.0, 7.0, 6.0, 3.0, 7.0, 6.0, 6.0, 4.0]","[0.0, 1.0, 2.0, 0.0, 1.0, 2.0, 4.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 5.0, 2.0, 1.0, 2.0, 3.0, 2.0, 1.0, 3.0, 4.0, 0.0, 0.0]",[],704.8092,"['N_B_C', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'N_Y_C', 'N_B_S']","[5.0, 7.0, 6.0, 6.0, 6.0, 7.0, 4.0, 4.0]","['high', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'high', 'high', 'low', 'medium', 'medium', 'medium', 'medium']","['H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1']","['H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2']","['I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2']","['medium', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'low']",1,"['T_B_C', 'N_B_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'N_Y_S', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'N_B_C', 'N_B_S', 'T_B_S', 'T_B_C', 'T_Y_S', 'N_Y_S', 'T_B_C', 'T_Y_C', 'N_B_S', 'N_Y_C', 'T_Y_S', 'T_B_S', 'N_B_C']",1,tail,wing,color,Y,B,T,N,C,S,Yes,Wings,3.0,No,,,Yes,Curly,2.0
207,"[3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 7.0, 5.0, 2.0, 3.0, 7.0, 4.0, 6.0, 8.0, 8.0, 2.0, 5.0, 6.0, 3.0, 5.0]","[6.0, 8.0, 2.0, 2.0, 6.0, 4.0, 5.0, 4.0, 5.0, 5.0, 9.0, 7.0, 3.0, 2.0, 7.0, 6.0, 6.0, 9.0, 9.0, 4.0, 6.0, 7.0, 3.0, 4.0]","[3.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0]","[""I enjoyed this study.\xa0 I was sure the animal's color and paw/wing made a difference.\xa0 But, I paid most of my attention to these traits.\xa0 So, I wasn't certain whether the tail shape made a difference or not.""]",783.2124,"['T_Y_C', 'T_B_S', 'T_Y_S', 'T_B_C', 'N_Y_S', 'N_B_S', 'N_Y_C', 'N_B_C']","[6.0, 3.0, 6.0, 3.0, 8.0, 5.0, 8.0, 5.0]","['high', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'low', 'medium']","['I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1']","['H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2']","['H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1']","['medium', 'low', 'medium', 'low', 'high', 'medium', 'high', 'medium']",207,"['N_Y_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'T_Y_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_B_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'T_B_S', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_B_S']",1,color,wing,tail,Y,B,N,T,S,C,Yes, Paws,3.0,Yes, Yellow,6.0,No,,
