participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
200,"[6.0, 5.0, 8.0, 8.0, 2.0, 7.0, 9.0, 2.0, 9.0, 2.0, 9.0, 2.0, 9.0, 2.0, 2.0, 9.0]","[6.0, 8.0, 1.0, 6.0, 4.0, 9.0, 8.0, 2.0, 6.0, 1.0, 5.0, 2.0, 3.0, 6.0, 4.0, 3.0]","[0.0, 3.0, 7.0, 2.0, 2.0, 2.0, 1.0, 0.0, 3.0, 1.0, 4.0, 0.0, 6.0, 4.0, 2.0, 6.0]",[],959.6813,"['E_F', 'W_F', 'W_C', 'E_C']","[3.0, 8.0, 8.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",200,"['W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C']",1,6.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,3.0,No,,
218,"[5.0, 7.0, 4.0, 8.0, 7.0, 3.0, 7.0, 1.0, 4.0, 9.0, 4.0, 5.0, 8.0, 4.0, 5.0, 8.0]","[7.0, 4.0, 2.0, 7.0, 7.0, 1.0, 10.0, 4.0, 5.0, 3.0, 4.0, 8.0, 6.0, 6.0, 2.0, 9.0]","[2.0, 3.0, 2.0, 1.0, 0.0, 2.0, 3.0, 3.0, 1.0, 6.0, 0.0, 3.0, 2.0, 2.0, 3.0, 1.0]",[],346.686,"['W_C', 'E_C', 'W_F', 'E_F']","[7.0, 4.0, 8.0, 2.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",218,"['W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,7.0,stripes,feet,C,E,W,F,No,,,Yes,Up/Left,3.0
082,"[5.0, 3.0, 6.0, 6.0, 6.0, 7.0, 5.0, 6.0, 5.0, 8.0, 3.0, 9.0, 7.0, 4.0, 2.0, 8.0]","[3.0, 5.0, 9.0, 5.0, 7.0, 4.0, 6.0, 4.0, 8.0, 2.0, 9.0, 6.0, 10.0, 1.0, 7.0, 6.0]","[2.0, 2.0, 3.0, 1.0, 1.0, 3.0, 1.0, 2.0, 3.0, 6.0, 6.0, 3.0, 3.0, 3.0, 5.0, 2.0]","['Thank you for the opportunity to contribute, this was interesting!']",244.9522,"['W_F', 'E_C', 'W_C', 'E_F']","[3.0, 7.0, 7.0, 3.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",82,"['E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,6.0,6.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,3.0,No,,
039,"[5.0, 2.0, 3.0, 8.0, 5.0, 8.0, 9.0, 4.0, 7.0, 9.0, 4.0, 5.0, 10.0, 8.0, 3.0, 3.0]","[1.0, 8.0, 5.0, 3.0, 4.0, 9.0, 4.0, 2.0, 7.0, 9.0, 8.0, 1.0, 4.0, 9.0, 2.0, 5.0]","[4.0, 6.0, 2.0, 5.0, 1.0, 1.0, 5.0, 2.0, 0.0, 0.0, 4.0, 4.0, 6.0, 1.0, 1.0, 2.0]",[],324.1579,"['E_C', 'W_F', 'W_C', 'E_F']","[3.0, 7.0, 2.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",39,"['W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,6.0,4.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,No,,
004,"[6.0, 7.0, 4.0, 3.0, 5.0, 7.0, 6.0, 8.0, 4.0, 6.0, 5.0, 3.0, 9.0, 7.0, 2.0, 3.0]","[6.0, 3.0, 4.0, 8.0, 9.0, 1.0, 10.0, 5.0, 7.0, 6.0, 5.0, 1.0, 6.0, 8.0, 8.0, 10.0]","[0.0, 4.0, 0.0, 5.0, 4.0, 6.0, 4.0, 3.0, 3.0, 0.0, 0.0, 2.0, 3.0, 1.0, 6.0, 7.0]",[],284.1902,"['W_F', 'W_C', 'E_C', 'E_F']","[6.0, 9.0, 4.0, 7.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",4,"['W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C']",1,6.0,5.0,stripes,feet,F,W,E,C,Yes,Webbed,3.0,No,,
208,"[6.0, 5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 8.0, 7.0, 2.0, 4.0, 8.0, 1.0, 7.0, 5.0, 9.0]","[4.0, 1.0, 5.0, 8.0, 5.0, 9.0, 6.0, 3.0, 9.0, 5.0, 3.0, 6.0, 5.0, 6.0, 4.0, 7.0]","[2.0, 4.0, 3.0, 5.0, 0.0, 4.0, 1.0, 5.0, 2.0, 3.0, 1.0, 2.0, 4.0, 1.0, 1.0, 2.0]",['I encountered no errors.'],370.547,"['E_F', 'W_F', 'E_C', 'W_C']","[8.0, 3.0, 9.0, 3.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",208,"['W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,5.0,5.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,4.0,Yes, Up/Right,6.0
141,"[5.0, 7.0, 2.0, 7.0, 5.0, 6.0, 4.0, 5.0, 2.0, 4.0, 5.0, 8.0, 5.0, 6.0, 7.0, 3.0]","[1.0, 8.0, 5.0, 5.0, 3.0, 5.0, 4.0, 2.0, 2.0, 9.0, 4.0, 7.0, 1.0, 8.0, 6.0, 2.0]","[4.0, 1.0, 3.0, 2.0, 2.0, 1.0, 0.0, 3.0, 0.0, 5.0, 1.0, 1.0, 4.0, 2.0, 1.0, 1.0]",[],283.9726,"['E_C', 'W_F', 'W_C', 'E_F']","[9.0, 2.0, 8.0, 2.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",141,"['W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,6.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,No,,
137,"[9.0, 7.0, 7.0, 5.0, 5.0, 3.0, 10.0, 4.0, 8.0, 2.0, 10.0, 5.0, 1.0, 6.0, 9.0, 8.0]","[7.0, 7.0, 5.0, 5.0, 3.0, 10.0, 4.0, 8.0, 2.0, 10.0, 5.0, 1.0, 6.0, 9.0, 8.0, 5.0]","[2.0, 0.0, 2.0, 0.0, 2.0, 7.0, 6.0, 4.0, 6.0, 8.0, 5.0, 4.0, 5.0, 3.0, 1.0, 3.0]",[],498.8408,"['W_C', 'E_C', 'W_F', 'E_F']","[9.0, 9.0, 9.0, 9.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",137,"['E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes,Webbed,7.0,No,,
093,"[6.0, 6.0, 5.0, 7.0, 9.0, 8.0, 5.0, 6.0, 9.0, 3.0, 7.0, 6.0, 4.0, 6.0, 9.0, 7.0]","[5.0, 4.0, 10.0, 7.0, 4.0, 6.0, 8.0, 7.0, 10.0, 2.0, 3.0, 7.0, 8.0, 4.0, 9.0, 5.0]","[1.0, 2.0, 5.0, 0.0, 5.0, 2.0, 3.0, 1.0, 1.0, 1.0, 4.0, 1.0, 4.0, 2.0, 0.0, 2.0]","['Good Survey, very interesting']",310.279,"['E_C', 'W_F', 'E_F', 'W_C']","[7.0, 4.0, 8.0, 5.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",93,"['E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F']",1,4.0,5.0,feet,stripes,C,W,E,F,No,,,No,,
025,"[1.0, 7.0, 5.0, 1.0, 5.0, 7.0, 10.0, 2.0, 10.0, 10.0, 1.0, 8.0, 10.0, 5.0, 2.0, 3.0]","[7.0, 5.0, 3.0, 7.0, 10.0, 10.0, 2.0, 1.0, 1.0, 10.0, 8.0, 6.0, 2.0, 6.0, 10.0, 6.0]","[6.0, 2.0, 2.0, 6.0, 5.0, 3.0, 8.0, 1.0, 9.0, 0.0, 7.0, 2.0, 8.0, 1.0, 8.0, 3.0]",[],749.241,"['E_F', 'W_F', 'E_C', 'W_C']","[7.0, 10.0, 3.0, 7.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",25,"['E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,4.0,feet,stripes,C,E,W,F,No,,,No,,
097,"[6.0, 10.0, 8.0, 10.0, 2.0, 2.0, 7.0, 9.0, 6.0, 6.0, 3.0, 2.0, 8.0, 3.0, 5.0, 8.0]","[10.0, 10.0, 2.0, 6.0, 9.0, 1.0, 5.0, 7.0, 2.0, 8.0, 7.0, 3.0, 10.0, 6.0, 2.0, 7.0]","[4.0, 0.0, 6.0, 4.0, 7.0, 1.0, 2.0, 2.0, 4.0, 2.0, 4.0, 1.0, 2.0, 3.0, 3.0, 1.0]",[],314.8559,"['W_C', 'E_F', 'W_F', 'E_C']","[7.0, 5.0, 2.0, 9.0]","['high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",97,"['W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,6.0,2.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Up/Right,6.0
051,"[5.0, 7.0, 8.0, 4.0, 4.0, 3.0, 7.0, 5.0, 9.0, 9.0, 4.0, 6.0, 7.0, 3.0, 6.0, 10.0]","[3.0, 2.0, 4.0, 4.0, 1.0, 8.0, 3.0, 10.0, 8.0, 1.0, 8.0, 9.0, 5.0, 4.0, 7.0, 1.0]","[2.0, 5.0, 4.0, 0.0, 3.0, 5.0, 4.0, 5.0, 1.0, 8.0, 4.0, 3.0, 2.0, 1.0, 1.0, 9.0]",[],268.0116,"['E_C', 'W_F', 'W_C', 'E_F']","[4.0, 7.0, 10.0, 3.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",51,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C']",1,6.0,4.0,feet,stripes,F,W,E,C,Yes, Curved/Pointy,4.0,Yes, Up/Right,2.0
103,"[2.0, 3.0, 5.0, 4.0, 8.0, 6.0, 4.0, 8.0, 5.0, 1.0, 8.0, 9.0, 2.0, 8.0, 7.0, 2.0]","[3.0, 5.0, 6.0, 7.0, 6.0, 10.0, 1.0, 8.0, 7.0, 4.0, 7.0, 10.0, 3.0, 8.0, 8.0, 1.0]","[1.0, 2.0, 1.0, 3.0, 2.0, 4.0, 3.0, 0.0, 2.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",[],366.8821,"['E_C', 'W_F', 'W_C', 'E_F']","[1.0, 8.0, 3.0, 10.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",103,"['W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,7.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes, Up/Right,6.0
055,"[3.0, 5.0, 6.0, 2.0, 4.0, 7.0, 7.0, 2.0, 3.0, 7.0, 7.0, 7.0, 3.0, 5.0, 5.0, 7.0]","[5.0, 4.0, 2.0, 7.0, 5.0, 9.0, 5.0, 3.0, 5.0, 1.0, 8.0, 4.0, 9.0, 7.0, 3.0, 5.0]","[2.0, 1.0, 4.0, 5.0, 1.0, 2.0, 2.0, 1.0, 2.0, 6.0, 1.0, 3.0, 6.0, 2.0, 2.0, 2.0]",['Great survey\xa0'],338.8055,"['W_C', 'E_C', 'E_F', 'W_F']","[5.0, 9.0, 7.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",55,"['W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,7.0,5.0,feet,stripes,F,W,E,C,Yes,Webbed,7.0,Yes, Up/Right,7.0
003,"[3.0, 7.0, 5.0, 5.0, 7.0, 5.0, 6.0, 5.0, 7.0, 4.0, 7.0, 5.0, 7.0, 7.0, 6.0, 6.0]","[7.0, 4.0, 3.0, 5.0, 5.0, 8.0, 6.0, 9.0, 2.0, 10.0, 6.0, 5.0, 10.0, 9.0, 4.0, 10.0]","[4.0, 3.0, 2.0, 0.0, 2.0, 3.0, 0.0, 4.0, 5.0, 6.0, 1.0, 0.0, 3.0, 2.0, 2.0, 4.0]",[],281.753,"['W_F', 'W_C', 'E_C', 'E_F']","[7.0, 5.0, 8.0, 9.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",3,"['W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,1.0,1.0,feet,stripes,F,E,W,C,No,,,No,,
101,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 7.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0]","[2.0, 10.0, 4.0, 1.0, 4.0, 4.0, 6.0, 10.0, 4.0, 4.0, 8.0, 9.0, 5.0, 3.0, 7.0, 10.0]","[4.0, 4.0, 2.0, 5.0, 2.0, 2.0, 0.0, 5.0, 1.0, 3.0, 2.0, 3.0, 1.0, 2.0, 2.0, 4.0]",['No comment.'],266.3871,"['E_C', 'E_F', 'W_C', 'W_F']","[6.0, 5.0, 5.0, 6.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",101,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,1.0,feet,stripes,C,W,E,F,No,,,No,,
050,"[9.0, 7.0, 7.0, 4.0, 4.0, 8.0, 5.0, 4.0, 6.0, 10.0, 1.0, 6.0, 10.0, 4.0, 8.0, 2.0]","[4.0, 6.0, 4.0, 6.0, 10.0, 2.0, 5.0, 9.0, 7.0, 7.0, 2.0, 5.0, 6.0, 4.0, 9.0, 1.0]","[5.0, 1.0, 3.0, 2.0, 6.0, 6.0, 0.0, 5.0, 1.0, 3.0, 1.0, 1.0, 4.0, 0.0, 1.0, 1.0]",['This was a very interesting expirament'],406.8057,"['E_C', 'E_F', 'W_F', 'W_C']","[4.0, 10.0, 6.0, 7.0]","['high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",50,"['W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,6.0,7.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,5.0,No,,
090,"[4.0, 4.0, 7.0, 6.0, 9.0, 4.0, 8.0, 4.0, 5.0, 8.0, 9.0, 3.0, 8.0, 5.0, 7.0, 3.0]","[4.0, 4.0, 7.0, 10.0, 5.0, 4.0, 9.0, 6.0, 3.0, 8.0, 7.0, 2.0, 9.0, 7.0, 9.0, 3.0]","[0.0, 0.0, 0.0, 4.0, 4.0, 0.0, 1.0, 2.0, 2.0, 0.0, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0]",[],325.702,"['E_F', 'W_F', 'E_C', 'W_C']","[2.0, 6.0, 4.0, 9.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",90,"['E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,5.0,7.0,stripes,feet,F,E,W,C,Yes, Curved/Pointy,6.0,Yes,Up/Left,6.0
112,"[2.0, 4.0, 5.0, 10.0, 6.0, 4.0, 8.0, 2.0, 3.0, 10.0, 4.0, 6.0, 7.0, 10.0, 1.0, 6.0]","[5.0, 10.0, 4.0, 6.0, 6.0, 4.0, 6.0, 9.0, 3.0, 1.0, 10.0, 7.0, 8.0, 9.0, 3.0, 5.0]","[3.0, 6.0, 1.0, 4.0, 0.0, 0.0, 2.0, 7.0, 0.0, 9.0, 6.0, 1.0, 1.0, 1.0, 2.0, 1.0]",[],293.1409,"['E_F', 'E_C', 'W_C', 'W_F']","[10.0, 5.0, 2.0, 7.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",112,"['W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,1.0,stripes,feet,F,W,E,C,Yes,Webbed,7.0,Yes, Up/Right,4.0
099,"[4.0, 4.0, 6.0, 8.0, 7.0, 6.0, 3.0, 9.0, 4.0, 5.0, 8.0, 7.0, 9.0, 6.0, 5.0, 8.0]","[3.0, 6.0, 7.0, 6.0, 8.0, 1.0, 4.0, 5.0, 5.0, 5.0, 9.0, 10.0, 9.0, 3.0, 7.0, 9.0]","[1.0, 2.0, 1.0, 2.0, 1.0, 5.0, 1.0, 4.0, 1.0, 0.0, 1.0, 3.0, 0.0, 3.0, 2.0, 1.0]",[],368.269,"['E_F', 'E_C', 'W_C', 'W_F']","[8.0, 3.0, 5.0, 9.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",99,"['W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F']",1,7.0,4.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,Yes,Up/Left,4.0
121,"[5.0, 5.0, 1.0, 4.0, 5.0, 5.0, 5.0, 8.0, 2.0, 8.0, 6.0, 3.0, 7.0, 4.0, 4.0, 5.0]","[4.0, 1.0, 8.0, 6.0, 4.0, 1.0, 3.0, 9.0, 8.0, 7.0, 4.0, 9.0, 4.0, 7.0, 2.0, 6.0]","[1.0, 4.0, 7.0, 2.0, 1.0, 4.0, 2.0, 1.0, 6.0, 1.0, 2.0, 6.0, 3.0, 3.0, 2.0, 1.0]",[],251.0114,"['W_C', 'E_C', 'E_F', 'W_F']","[6.0, 8.0, 4.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",121,"['E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Up/Right,3.0
