participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_high,tail_low,shape_discrete_slider.response,shape_direction_slider.response,shape_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
137,"[7.0, 5.0, 4.0, 4.0, 4.0, 9.0, 5.0, 10.0, 3.0, 10.0, 6.0, 5.0, 4.0, 4.0, 5.0, 4.0, 7.0, 5.0, 3.0, 3.0, 4.0, 5.0, 5.0, 9.0]","[5.0, 10.0, 4.0, 6.0, 4.0, 3.0, 3.0, 4.0, 2.0, 5.0, 5.0, 4.0, 3.0, 3.0, 7.0, 5.0, 6.0, 5.0, 3.0, 7.0, 3.0, 5.0, 9.0, 7.0]","[2.0, 5.0, 0.0, 2.0, 0.0, 6.0, 2.0, 6.0, 1.0, 5.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 4.0, 1.0, 0.0, 4.0, 2.0]",['I have no additional comments.'],713.9473,"['T_Y_S', 'N_Y_S', 'T_Y_C', 'T_B_S', 'N_Y_C', 'T_B_C', 'N_B_S', 'N_B_C']","[3.0, 6.0, 5.0, 3.0, 7.0, 4.0, 5.0, 7.0]","['high', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'high']","['H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2']","['H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1']","['I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1']","['low', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high']",137,"['N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_S', 'N_Y_S', 'T_B_C', 'T_B_S', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_C', 'N_B_C']",1,shape,tail,color,Y,B,C,S,N,T,Yes, Circular,4.0,Yes, Yellow,2.0,No,,
085,"[4.0, 5.0, 7.0, 5.0, 2.0, 2.0, 5.0, 2.0, 3.0, 5.0, 5.0, 8.0, 2.0, 5.0, 8.0, 5.0, 8.0, 3.0, 6.0, 8.0, 5.0, 3.0, 5.0, 5.0]","[5.0, 5.0, 2.0, 6.0, 6.0, 3.0, 2.0, 8.0, 3.0, 4.0, 7.0, 8.0, 3.0, 2.0, 8.0, 2.0, 6.0, 6.0, 6.0, 7.0, 8.0, 5.0, 4.0, 4.0]","[1.0, 0.0, 5.0, 1.0, 4.0, 1.0, 3.0, 6.0, 0.0, 1.0, 2.0, 0.0, 1.0, 3.0, 0.0, 3.0, 2.0, 3.0, 0.0, 1.0, 3.0, 2.0, 1.0, 1.0]",[],396.2468,"['N_Y_S', 'N_Y_C', 'N_B_S', 'N_B_C', 'T_B_C', 'T_B_S', 'T_Y_C', 'T_Y_S']","[5.0, 3.0, 6.0, 8.0, 8.0, 6.0, 4.0, 4.0]","['medium', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium']","['H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2']","['I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2']","['L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1']","['medium', 'medium', 'high', 'high', 'medium', 'medium', 'low', 'low']",85,"['N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_B_C', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_B_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_Y_S', 'N_Y_S']",1,color,tail,shape,B,Y,C,S,N,T,Yes, Circular,3.0,Yes,Blue,6.0,No,,
073,"[4.0, 7.0, 3.0, 6.0, 3.0, 3.0, 8.0, 3.0, 6.0, 7.0, 8.0, 3.0, 3.0, 7.0, 7.0, 7.0, 8.0, 6.0, 3.0, 7.0, 6.0, 3.0, 7.0, 3.0]","[4.0, 3.0, 6.0, 3.0, 8.0, 2.0, 4.0, 3.0, 3.0, 6.0, 7.0, 7.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 7.0, 8.0, 6.0, 3.0, 5.0, 10.0]","[0.0, 4.0, 3.0, 3.0, 5.0, 1.0, 4.0, 0.0, 3.0, 1.0, 1.0, 4.0, 1.0, 4.0, 4.0, 3.0, 3.0, 2.0, 4.0, 1.0, 0.0, 0.0, 2.0, 7.0]","[""right when I felt like I had it something chnaged and I didn't have it. this was interesting\xa0""]",460.9462,"['T_B_S', 'N_B_C', 'N_B_S', 'T_Y_S', 'T_B_C', 'T_Y_C', 'N_Y_S', 'N_Y_C']","[7.0, 7.0, 7.0, 3.0, 4.0, 7.0, 10.0, 4.0]","['medium', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'high']","['H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2']","['L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1']","['I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2']","['medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium']",73,"['N_Y_C', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_Y_C', 'T_Y_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_Y_S', 'N_B_S', 'N_B_C', 'T_Y_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_Y_S', 'T_B_S', 'N_Y_S']",1,shape,tail,color,Y,B,S,C,N,T,Yes, Circular,3.0,Yes, Yellow,6.0,Yes,Curly,5.0
122,"[4.0, 6.0, 7.0, 8.0, 4.0, 4.0, 6.0, 3.0, 5.0, 8.0, 2.0, 5.0, 7.0, 5.0, 8.0, 3.0, 6.0, 7.0, 3.0, 5.0, 7.0, 4.0, 8.0, 2.0]","[4.0, 8.0, 5.0, 4.0, 8.0, 7.0, 4.0, 5.0, 2.0, 5.0, 5.0, 8.0, 7.0, 4.0, 7.0, 4.0, 4.0, 2.0, 2.0, 4.0, 7.0, 6.0, 7.0, 4.0]","[0.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 5.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0]",[],383.8161,"['T_Y_S', 'N_Y_S', 'N_B_C', 'T_B_S', 'T_Y_C', 'T_B_C', 'N_B_S', 'N_Y_C']","[4.0, 7.0, 7.0, 5.0, 8.0, 6.0, 2.0, 5.0]","['medium', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'high', 'medium']","['H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1']","['I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2']","['L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2']","['high', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'medium']",122,"['T_B_S', 'N_Y_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'N_B_S', 'N_B_C', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'N_B_S', 'N_Y_S', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_S']",1,tail,color,shape,Y,B,C,S,T,N,No,,,Yes,Blue,4.0,Yes, Straight,4.0
139,"[5.0, 7.0, 6.0, 6.0, 5.0, 8.0, 5.0, 6.0, 4.0, 3.0, 3.0, 5.0, 7.0, 9.0, 4.0, 5.0, 4.0, 4.0, 6.0, 5.0, 3.0, 3.0, 8.0, 4.0]","[4.0, 8.0, 3.0, 6.0, 4.0, 6.0, 7.0, 2.0, 9.0, 6.0, 3.0, 4.0, 6.0, 5.0, 4.0, 5.0, 8.0, 2.0, 2.0, 4.0, 6.0, 5.0, 6.0, 6.0]","[1.0, 1.0, 3.0, 0.0, 1.0, 2.0, 2.0, 4.0, 5.0, 3.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0, 4.0, 2.0, 4.0, 1.0, 3.0, 2.0, 2.0, 2.0]","['So he was interesting. I could not quite figure out everything and I know I saw the same species. Well the same combination to make the species multiple times I only got one of those correct twice, but it took me a bit to figure out that the tail didn’t really mean anything, but the color in the shape did it was just it was kind of aggravated myself because I know I had seen it and I didn’t know the answer and then I answered wrong\xa0']",885.902,"['T_Y_S', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_Y_C']","[3.0, 7.0, 5.0, 2.0, 8.0, 6.0, 4.0, 6.0]","['medium', 'high', 'low', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'medium']","['H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1']","['L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2']","['I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1']","['high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'low']",139,"['T_Y_C', 'T_B_S', 'N_B_C', 'T_Y_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_S', 'N_B_S', 'T_B_C', 'T_B_S', 'N_B_C', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_Y_S', 'T_B_C']",1,tail,shape,color,B,Y,S,C,T,N,Yes,Square,5.0,Yes,Blue,3.0,No,,
039,"[6.0, 7.0, 5.0, 6.0, 4.0, 7.0, 2.0, 6.0, 4.0, 6.0, 2.0, 6.0, 2.0, 4.0, 2.0, 7.0, 4.0, 2.0, 7.0, 2.0, 6.0, 2.0, 4.0, 4.0]","[6.0, 6.0, 7.0, 4.0, 6.0, 1.0, 4.0, 2.0, 4.0, 7.0, 5.0, 5.0, 5.0, 4.0, 4.0, 7.0, 2.0, 6.0, 5.0, 7.0, 7.0, 4.0, 2.0, 7.0]","[0.0, 1.0, 2.0, 2.0, 2.0, 6.0, 2.0, 4.0, 0.0, 1.0, 3.0, 1.0, 3.0, 0.0, 2.0, 0.0, 2.0, 4.0, 2.0, 5.0, 1.0, 2.0, 2.0, 3.0]",[],416.0449,"['T_B_S', 'N_B_C', 'N_B_S', 'N_Y_C', 'T_B_C', 'N_Y_S', 'T_Y_C', 'T_Y_S']","[5.0, 2.0, 7.0, 5.0, 6.0, 7.0, 2.0, 4.0]","['high', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'high']","['H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2']","['I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1']","['H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1']","['high', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'medium']",39,"['T_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_B_S']",1,color,tail,shape,B,Y,C,S,T,N,Yes, Circular,5.0,Yes,Blue,3.0,No,,
097,"[5.0, 5.0, 2.0, 3.0, 5.0, 5.0, 3.0, 3.0, 2.0, 5.0, 7.0, 6.0, 7.0, 1.0, 5.0, 3.0, 4.0, 7.0, 3.0, 3.0, 6.0, 3.0, 6.0, 7.0]","[1.0, 3.0, 5.0, 7.0, 3.0, 5.0, 6.0, 2.0, 3.0, 2.0, 7.0, 4.0, 7.0, 6.0, 5.0, 4.0, 4.0, 7.0, 6.0, 7.0, 3.0, 6.0, 4.0, 5.0]","[4.0, 2.0, 3.0, 4.0, 2.0, 0.0, 3.0, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 2.0, 2.0]",[],448.2024,"['N_Y_S', 'T_Y_C', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'N_B_S', 'T_B_S']","[6.0, 7.0, 3.0, 5.0, 5.0, 7.0, 6.0, 3.0]","['low', 'medium', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'medium']","['L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1']","['I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2']","['L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2']","['low', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'high']",97,"['N_Y_C', 'T_Y_S', 'T_Y_C', 'T_B_S', 'N_B_S', 'T_B_C', 'N_B_C', 'N_Y_S', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_B_C', 'N_Y_C', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'T_Y_C']",1,tail,color,shape,B,Y,C,S,T,N,Yes, Circular,6.0,No,,,Yes,Curly,7.0
070,"[6.0, 6.0, 4.0, 8.0, 2.0, 8.0, 8.0, 4.0, 5.0, 7.0, 4.0, 4.0, 8.0, 8.0, 4.0, 6.0, 4.0, 6.0, 9.0, 4.0, 8.0, 5.0, 8.0, 4.0]","[3.0, 4.0, 8.0, 5.0, 4.0, 4.0, 5.0, 7.0, 4.0, 4.0, 9.0, 4.0, 3.0, 4.0, 4.0, 5.0, 7.0, 4.0, 3.0, 5.0, 7.0, 2.0, 3.0, 7.0]","[3.0, 2.0, 4.0, 3.0, 2.0, 4.0, 3.0, 3.0, 1.0, 3.0, 5.0, 0.0, 5.0, 4.0, 0.0, 1.0, 3.0, 2.0, 6.0, 1.0, 1.0, 3.0, 5.0, 3.0]",[],342.19,"['T_B_S', 'T_B_C', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_S']","[7.0, 3.0, 2.0, 7.0, 4.0, 4.0, 9.0, 4.0]","['low', 'medium', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high']","['L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2']","['L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1']","['medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'low']",70,"['T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_S', 'T_Y_C', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'T_B_S', 'N_Y_S', 'N_B_S', 'N_Y_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_Y_S', 'T_B_S', 'N_B_C']",1,color,tail,shape,B,Y,C,S,N,T,No,,,Yes,Blue,5.0,No,,
148,"[5.0, 5.0, 7.0, 6.0, 5.0, 5.0, 7.0, 5.0, 7.0, 7.0, 6.0, 4.0, 6.0, 7.0, 7.0, 6.0, 5.0, 5.0, 7.0, 7.0, 5.0, 5.0, 4.0, 3.0]","[5.0, 7.0, 2.0, 5.0, 3.0, 2.0, 6.0, 8.0, 6.0, 5.0, 4.0, 4.0, 5.0, 8.0, 2.0, 5.0, 3.0, 7.0, 10.0, 5.0, 4.0, 3.0, 3.0, 9.0]","[0.0, 2.0, 5.0, 1.0, 2.0, 3.0, 1.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.0, 5.0, 1.0, 2.0, 2.0, 3.0, 2.0, 1.0, 2.0, 1.0, 6.0]",[],1820.4075,"['N_Y_C', 'T_B_C', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'N_B_C', 'T_B_S', 'N_B_S']","[5.0, 6.0, 7.0, 6.0, 6.0, 5.0, 5.0, 5.0]","['medium', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high']","['I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2']","['L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2']","['H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1']","['low', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'high']",148,"['T_B_C', 'T_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'N_B_S']",1,color,shape,tail,B,Y,S,C,N,T,Yes,Square,7.0,Yes, Yellow,7.0,Yes,Curly,7.0
142,"[4.0, 7.0, 7.0, 7.0, 7.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 5.0, 6.0, 6.0, 3.0, 4.0, 6.0, 4.0, 5.0, 6.0, 7.0, 8.0, 8.0, 5.0]","[5.0, 5.0, 7.0, 6.0, 4.0, 4.0, 1.0, 5.0, 5.0, 8.0, 3.0, 5.0, 8.0, 5.0, 4.0, 5.0, 4.0, 7.0, 6.0, 2.0, 7.0, 6.0, 4.0, 3.0]","[1.0, 2.0, 0.0, 1.0, 3.0, 1.0, 2.0, 1.0, 3.0, 3.0, 3.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 4.0, 0.0, 2.0, 4.0, 2.0]",[],391.9307,"['N_B_S', 'N_Y_S', 'N_Y_C', 'T_B_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'T_Y_S']","[4.0, 4.0, 5.0, 8.0, 7.0, 6.0, 6.0, 5.0]","['high', 'medium', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'medium', 'low']","['H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2']","['H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1']","['high', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'medium']",142,"['N_Y_S', 'N_Y_C', 'N_B_S', 'T_B_S', 'N_B_C', 'T_Y_C', 'T_B_C', 'T_Y_S', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_Y_C', 'N_B_S', 'T_B_S', 'T_Y_C', 'T_Y_S', 'T_B_C', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'N_B_S', 'N_B_C', 'T_B_S', 'T_Y_C']",1,shape,tail,color,B,Y,S,C,N,T,No,,,Yes, Yellow,4.0,Yes,Curly,4.0
